,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.9206927478935569,0.07930725210644309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.8692463751066613,0.13025362489333892,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.74518780140806,0.14276801967947444,0.09521396403375387,0.01683021487871176,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.0,0.0,0.8312948916060242,0.16776066394953165,0.0009444444444444444,0.0,0.0,0.0,0.0,0.0
prog_cut_7,0.0,0.0,0.8270145151537666,0.17248548484623355,0.0005,0.0,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0,0.3703669189855567,0.07007024375285713,0.0,0.5546580306860482,0.004904806575538284,0.0,0.0,0.0
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.9890894025925223,0.010910597407477724,0.0,0.0,0.0
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.9882357598914604,0.011764240108539598,0.0,0.0,0.0
