Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,962.0,969.0,972.0,976.0,977.0,981.0,973.0,977.0,989.0,992.0,1003.0,1010.0,1009.0,1011.0,1009.0,1010.0,1016.0,1024.0,1034.0,1041.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,965.0,968.0,973.0,975.0,971.0,973.0,973.0,976.0,981.0,993.0,1004.0,1009.0,1008.0,1012.0,1010.0,1010.0,1012.0,1032.0,1030.0,1043.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,960.0,968.0,965.0,971.0,974.0,970.0,972.0,971.0,976.0,990.0,995.0,1003.0,1011.0,1008.0,1009.0,1010.0,1010.0,1008.0,1025.0,1035.0,1037.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,960.0,967.0,982.0,971.0,973.0,981.0,971.0,981.0,987.0,991.0,1002.0,1010.0,1009.0,1008.0,1008.0,1008.0,1014.0,1021.0,1038.0,1039.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,959.0,965.0,971.0,973.0,976.0,976.0,973.0,973.0,974.0,988.0,995.0,1000.0,1011.0,1009.0,1007.0,1009.0,1008.0,1022.0,1018.0,1036.0,1037.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,965.0,964.0,971.0,978.0,969.0,972.0,973.0,981.0,987.0,995.0,1005.0,1011.0,1010.0,1008.0,1010.0,1009.0,1016.0,1024.0,1032.0,1040.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,966.0,969.0,976.0,977.0,973.0,973.0,979.0,981.0,991.0,996.0,1003.0,1010.0,1008.0,1011.0,1009.0,1009.0,1012.0,1027.0,1032.0,1037.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,959.0,960.0,968.0,972.0,974.0,977.0,972.0,983.0,980.0,990.0,993.0,1003.0,1010.0,1010.0,1008.0,1007.0,1009.0,1015.0,1019.0,1028.0,1039.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,959.0,967.0,970.0,976.0,971.0,969.0,976.0,986.0,993.0,997.0,1000.0,1008.0,1009.0,1008.0,1010.0,1011.0,1018.0,1019.0,1031.0,1042.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,958.0,965.0,964.0,967.0,977.0,972.0,969.0,977.0,978.0,978.0,991.0,1000.0,998.0,1007.0,1009.0,1010.0,1009.0,1008.0,1013.0,1025.0,1034.0,1040.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,961.0,967.0,968.0,979.0,976.0,972.0,976.0,978.0,978.0,984.0,997.0,1004.0,1011.0,1010.0,1009.0,1010.0,1011.0,1006.0,1023.0,1032.0,1041.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,970.0,963.0,973.0,973.0,972.0,975.0,975.0,981.0,990.0,999.0,1003.0,1009.0,1010.0,1010.0,1011.0,1009.0,1019.0,1023.0,1034.0,1041.0
unmatched_applicants,1048.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,959.0,967.0,966.0,972.0,972.0,973.0,973.0,972.0,980.0,990.0,1000.0,999.0,1009.0,1010.0,1009.0,1010.0,1007.0,1010.0,1019.0,1033.0,1038.0
