Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,97.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.0
unmatched_applicants,105.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,102.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,103.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.0
unmatched_applicants,104.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0
unmatched_applicants,110.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,105.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,100.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,104.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0
unfilled_spots,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
unfilled_spots,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
reviews_per_program,91.575,90.825,91.65,72.625,34.75,19.65,19.5,25.1,25.95,29.25,32.475,35.725,38.95,41.925,45.375,48.625,51.65
reviews_per_program,96.525,90.8,87.775,73.95,38.75,25.025,19.5,22.75,26.0,29.25,32.5,35.75,39.0,42.225,45.05,48.4,51.45
reviews_per_program,89.15,94.05,90.625,59.325,37.75,20.575,21.825,22.75,26.0,29.25,32.475,35.7,38.8,41.4,45.2,48.4,51.35
reviews_per_program,88.575,92.275,90.525,66.35,44.65,27.825,23.425,22.75,26.0,29.25,32.475,35.675,38.925,42.075,45.3,48.175,51.325
reviews_per_program,92.475,92.2,90.125,77.85,39.5,23.875,21.825,22.7,26.0,29.25,32.325,35.7,38.95,42.075,44.575,48.125,51.25
reviews_per_program,95.875,93.275,85.95,72.575,43.0,26.425,19.5,22.75,25.925,29.25,32.5,35.6,38.7,42.15,44.6,48.375,51.625
reviews_per_program,95.2,90.875,91.25,78.2,43.4,24.7,19.5,22.75,26.0,29.225,32.375,35.75,39.0,41.975,45.35,48.425,51.2
reviews_per_program,89.6,92.525,90.4,75.225,43.9,22.25,22.025,22.725,26.0,29.25,32.475,35.7,38.825,42.0,45.325,48.1,51.4
reviews_per_program,90.55,94.625,86.225,73.425,43.675,24.425,19.5,22.75,25.95,29.25,32.5,35.7,38.975,42.175,45.325,48.05,51.225
reviews_per_program,95.5,95.125,89.075,74.85,38.9,18.575,19.5,25.225,26.0,29.25,32.5,35.7,38.975,42.2,44.975,48.25,51.45
pct_interview_given_signal,0.0,1.0,1.0,0.9692307692307692,0.8769230769230769,0.7338461538461538,0.6153846153846154,0.5269526952695269,0.4624277456647399,0.41025641025641024,0.3695150115473441,0.3358992302309307,0.3080872913992298,0.28622540250447226,0.2644628099173554,0.2467866323907455,0.23233301064859632
pct_interview_given_signal,0.0,1.0,0.9846153846153847,0.958974358974359,0.8538461538461538,0.7246153846153847,0.6153846153846154,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.36923076923076925,0.3356643356643357,0.3076923076923077,0.2841918294849023,0.2663706992230855,0.24793388429752067,0.23323615160349853
pct_interview_given_signal,0.0,1.0,1.0,0.9692307692307692,0.8711538461538462,0.7307692307692307,0.6148908857509627,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.3695150115473441,0.33613445378151263,0.30927835051546393,0.2898550724637681,0.26548672566371684,0.24793388429752067,0.23369036027263876
pct_interview_given_signal,0.0,1.0,1.0,0.9794871794871794,0.8596153846153847,0.7215384615384616,0.6102564102564103,0.5274725274725275,0.46153846153846156,0.41025641025641024,0.3695150115473441,0.33637000700770847,0.30828516377649323,0.28520499108734404,0.26490066225165565,0.24909185262065386,0.23380418899171942
pct_interview_given_signal,0.0,1.0,0.9884615384615385,0.9769230769230769,0.8692307692307693,0.7215384615384616,0.6148908857509627,0.5286343612334802,0.46153846153846156,0.41025641025641024,0.37122969837587005,0.33613445378151263,0.3080872913992298,0.28520499108734404,0.269209197980931,0.24935064935064935,0.23414634146341465
pct_interview_given_signal,0.0,1.0,0.9923076923076923,0.9743589743589743,0.8596153846153847,0.7246153846153847,0.6153846153846154,0.5274725274725275,0.46287367405978785,0.41025641025641024,0.36923076923076925,0.33707865168539325,0.31007751937984496,0.2846975088967972,0.26905829596412556,0.24806201550387597,0.2324455205811138
pct_interview_given_signal,0.0,1.0,1.0,0.9692307692307692,0.8519230769230769,0.7246153846153847,0.6153846153846154,0.5274725274725275,0.46153846153846156,0.41060735671514115,0.37065637065637064,0.3356643356643357,0.3076923076923077,0.2858844550327576,0.26460859977949286,0.24780588538977802,0.234375
pct_interview_given_signal,0.0,1.0,1.0,0.9512820512820512,0.8615384615384616,0.7307692307692307,0.6128205128205129,0.528052805280528,0.46153846153846156,0.41025641025641024,0.3695150115473441,0.33613445378151263,0.30907920154539603,0.2857142857142857,0.26475455046883617,0.2494802494802495,0.23346303501945526
