Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,2562.0,2022.0,1990.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1983.0,1980.0,1994.0,2019.0,2031.0,2043.0,2096.0,2108.0,2147.0,2209.0,2264.0,2274.0,2304.0,2336.0,2351.0,2396.0,2388.0,2422.0,2449.0,2472.0,2494.0
unmatched_applicants,2601.0,2030.0,2000.0,1984.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1983.0,1989.0,1997.0,2007.0,2027.0,2031.0,2088.0,2139.0,2158.0,2187.0,2248.0,2259.0,2288.0,2347.0,2341.0,2391.0,2396.0,2422.0,2455.0,2460.0,2478.0
unmatched_applicants,2598.0,2036.0,1995.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1989.0,1982.0,2020.0,2039.0,2055.0,2081.0,2142.0,2160.0,2181.0,2225.0,2281.0,2302.0,2312.0,2377.0,2370.0,2395.0,2424.0,2442.0,2449.0,2433.0
unmatched_applicants,2615.0,2003.0,1987.0,1984.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1984.0,2004.0,2032.0,2032.0,2110.0,2145.0,2192.0,2190.0,2251.0,2269.0,2282.0,2317.0,2374.0,2389.0,2391.0,2406.0,2438.0,2486.0,2478.0
unmatched_applicants,2590.0,2035.0,1998.0,1983.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1981.0,1982.0,1984.0,2001.0,2041.0,2049.0,2102.0,2105.0,2188.0,2211.0,2217.0,2276.0,2293.0,2333.0,2391.0,2368.0,2399.0,2433.0,2441.0,2458.0,2462.0
unmatched_applicants,2608.0,2017.0,1999.0,1986.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1981.0,1980.0,1989.0,2004.0,2033.0,2033.0,2102.0,2133.0,2156.0,2183.0,2258.0,2259.0,2286.0,2346.0,2352.0,2362.0,2423.0,2421.0,2449.0,2487.0,2456.0
unmatched_applicants,2583.0,2039.0,1993.0,1982.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1984.0,1984.0,1990.0,2007.0,2036.0,2053.0,2106.0,2120.0,2151.0,2196.0,2243.0,2276.0,2304.0,2335.0,2345.0,2404.0,2395.0,2403.0,2440.0,2449.0,2456.0
unmatched_applicants,2612.0,2026.0,1997.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1982.0,1980.0,1998.0,1998.0,2035.0,2027.0,2083.0,2132.0,2163.0,2188.0,2201.0,2281.0,2289.0,2353.0,2358.0,2358.0,2386.0,2438.0,2440.0,2460.0,2453.0
unmatched_applicants,2590.0,2011.0,1997.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1981.0,1990.0,2010.0,2040.0,2038.0,2087.0,2146.0,2185.0,2194.0,2252.0,2260.0,2305.0,2324.0,2345.0,2371.0,2369.0,2407.0,2454.0,2457.0,2465.0
unmatched_applicants,2578.0,2029.0,1990.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1983.0,1982.0,1984.0,1989.0,2041.0,2044.0,2097.0,2124.0,2144.0,2194.0,2234.0,2263.0,2304.0,2312.0,2370.0,2377.0,2396.0,2432.0,2446.0,2453.0,2487.0
