Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,4060.0,3312.0,3312.0,3313.0,3312.0,3314.0,3336.0,3376.0,3379.0,3416.0,3457.0,3475.0,3519.0,3535.0,3548.0,3551.0,3653.0,3642.0,3656.0,3626.0,3770.0,3733.0,3757.0,3757.0,3863.0
unmatched_applicants,4098.0,3312.0,3312.0,3312.0,3312.0,3312.0,3350.0,3380.0,3372.0,3412.0,3455.0,3480.0,3519.0,3537.0,3548.0,3557.0,3637.0,3660.0,3653.0,3647.0,3753.0,3746.0,3766.0,3752.0,3862.0
unmatched_applicants,4085.0,3312.0,3312.0,3312.0,3312.0,3322.0,3342.0,3383.0,3397.0,3416.0,3451.0,3477.0,3499.0,3522.0,3555.0,3549.0,3645.0,3646.0,3643.0,3663.0,3760.0,3758.0,3748.0,3780.0,3892.0
unmatched_applicants,4091.0,3313.0,3312.0,3312.0,3312.0,3314.0,3331.0,3377.0,3378.0,3409.0,3448.0,3480.0,3499.0,3539.0,3546.0,3548.0,3660.0,3629.0,3648.0,3666.0,3740.0,3768.0,3747.0,3770.0,3870.0
unmatched_applicants,4089.0,3312.0,3312.0,3312.0,3312.0,3312.0,3343.0,3377.0,3385.0,3426.0,3443.0,3485.0,3521.0,3549.0,3566.0,3556.0,3652.0,3634.0,3620.0,3673.0,3749.0,3767.0,3749.0,3750.0,3863.0
unmatched_applicants,4078.0,3312.0,3312.0,3312.0,3312.0,3314.0,3330.0,3383.0,3379.0,3412.0,3436.0,3473.0,3516.0,3542.0,3546.0,3560.0,3659.0,3644.0,3657.0,3643.0,3755.0,3773.0,3772.0,3761.0,3853.0
unmatched_applicants,4069.0,3312.0,3312.0,3312.0,3312.0,3318.0,3353.0,3374.0,3377.0,3413.0,3461.0,3470.0,3527.0,3547.0,3542.0,3557.0,3653.0,3646.0,3647.0,3643.0,3748.0,3770.0,3729.0,3754.0,3864.0
unmatched_applicants,4076.0,3312.0,3312.0,3312.0,3312.0,3322.0,3338.0,3387.0,3365.0,3415.0,3458.0,3473.0,3521.0,3529.0,3548.0,3558.0,3634.0,3644.0,3659.0,3662.0,3754.0,3740.0,3759.0,3758.0,3867.0
unmatched_applicants,4082.0,3312.0,3312.0,3312.0,3312.0,3324.0,3352.0,3381.0,3387.0,3400.0,3452.0,3477.0,3509.0,3535.0,3566.0,3543.0,3653.0,3626.0,3651.0,3662.0,3763.0,3778.0,3743.0,3757.0,3877.0
unmatched_applicants,4076.0,3312.0,3312.0,3313.0,3312.0,3314.0,3337.0,3371.0,3365.0,3415.0,3453.0,3463.0,3512.0,3536.0,3547.0,3561.0,3635.0,3664.0,3646.0,3665.0,3760.0,3764.0,3777.0,3749.0,3854.0
unfilled_spots,748.0,0.0,0.0,1.0,0.0,2.0,24.0,64.0,67.0,104.0,145.0,163.0,207.0,223.0,236.0,239.0,341.0,330.0,344.0,314.0,458.0,421.0,445.0,445.0,551.0
unfilled_spots,786.0,0.0,0.0,0.0,0.0,0.0,38.0,68.0,60.0,100.0,143.0,168.0,207.0,225.0,236.0,245.0,325.0,348.0,341.0,335.0,441.0,434.0,454.0,440.0,550.0
unfilled_spots,773.0,0.0,0.0,0.0,0.0,10.0,30.0,71.0,85.0,104.0,139.0,165.0,187.0,210.0,243.0,237.0,333.0,334.0,331.0,351.0,448.0,446.0,436.0,468.0,580.0
unfilled_spots,779.0,1.0,0.0,0.0,0.0,2.0,19.0,65.0,66.0,97.0,136.0,168.0,187.0,227.0,234.0,236.0,348.0,317.0,336.0,354.0,428.0,456.0,435.0,458.0,558.0
unfilled_spots,777.0,0.0,0.0,0.0,0.0,0.0,31.0,65.0,73.0,114.0,131.0,173.0,209.0,237.0,254.0,244.0,340.0,322.0,308.0,361.0,437.0,455.0,437.0,438.0,551.0
unfilled_spots,766.0,0.0,0.0,0.0,0.0,2.0,18.0,71.0,67.0,100.0,124.0,161.0,204.0,230.0,234.0,248.0,347.0,332.0,345.0,331.0,443.0,461.0,460.0,449.0,541.0
unfilled_spots,757.0,0.0,0.0,0.0,0.0,6.0,41.0,62.0,65.0,101.0,149.0,158.0,215.0,235.0,230.0,245.0,341.0,334.0,335.0,331.0,436.0,458.0,417.0,442.0,552.0
unfilled_spots,764.0,0.0,0.0,0.0,0.0,10.0,26.0,75.0,53.0,103.0,146.0,161.0,209.0,217.0,236.0,246.0,322.0,332.0,347.0,350.0,442.0,428.0,447.0,446.0,555.0
unfilled_spots,770.0,0.0,0.0,0.0,0.0,12.0,40.0,69.0,75.0,88.0,140.0,165.0,197.0,223.0,254.0,231.0,341.0,314.0,339.0,350.0,451.0,466.0,431.0,445.0,565.0
unfilled_spots,764.0,0.0,0.0,1.0,0.0,2.0,25.0,59.0,53.0,103.0,141.0,151.0,200.0,224.0,235.0,249.0,323.0,352.0,334.0,353.0,448.0,452.0,465.0,437.0,542.0
reviews_per_program,643.6567796610169,643.8516949152543,170.98305084745763,65.7457627118644,87.66101694915254,109.57627118644068,131.48728813559322,153.3771186440678,175.23305084745763,197.04237288135593,218.92372881355934,240.614406779661,262.22033898305085,283.3601694915254,304.5762711864407,325.50847457627117,345.1313559322034,365.3686440677966,385.66101694915255,404.43220338983053,422.39830508474574,439.114406779661,457.10169491525426,472.77542372881356,485.20338983050846
reviews_per_program,644.1991525423729,649.0084745762712,163.92372881355934,65.7457627118644,87.66101694915254,109.57627118644068,131.48305084745763,153.39406779661016,175.23728813559322,197.09745762711864,218.94915254237287,240.53389830508473,262.1398305084746,283.48728813559325,304.6398305084746,325.7330508474576,345.43220338983053,365.3601694915254,385.3728813559322,403.7118644067797,421.93220338983053,438.3093220338983,455.1313559322034,472.47033898305085,488.54237288135596
reviews_per_program,652.5932203389831,646.2415254237288,195.95338983050848,65.7457627118644,87.66101694915254,109.57627118644068,131.48728813559322,153.3771186440678,175.29237288135593,197.0677966101695,218.90677966101694,240.3771186440678,262.04237288135596,283.4025423728813,304.53389830508473,325.1271186440678,346.06779661016947,365.5169491525424,384.47457627118644,404.3474576271187,423.0805084745763,439.59322033898303,455.8220338983051,471.9491525423729,486.77542372881356
reviews_per_program,646.4830508474577,641.0847457627119,192.07627118644066,65.7457627118644,87.66101694915254,109.57627118644068,131.4915254237288,153.38135593220338,175.27966101694915,197.10593220338984,218.85593220338984,240.60169491525423,262.0720338983051,283.7881355932203,304.6313559322034,326.021186440678,346.1313559322034,365.74152542372883,385.228813559322,404.72457627118644,421.78389830508473,438.60593220338984,455.8728813559322,472.16101694915255,487.1313559322034
reviews_per_program,648.1694915254237,646.1949152542373,173.5593220338983,65.7457627118644,87.66101694915254,109.57627118644068,131.4915254237288,153.39406779661016,175.27966101694915,197.0677966101695,218.84745762711864,240.61016949152543,262.3686440677966,283.6864406779661,304.53389830508473,325.52542372881356,345.8135593220339,366.08474576271186,384.71610169491527,403.5974576271187,422.3305084745763,440.6694915254237,455.9364406779661,473.7118644067797,487.1906779661017
reviews_per_program,645.3983050847457,646.4364406779661,202.38135593220338,65.7457627118644,87.66101694915254,109.57627118644068,131.48728813559322,153.38135593220338,175.26694915254237,197.11864406779662,218.864406779661,240.52542372881356,261.9279661016949,283.35593220338984,304.6271186440678,325.385593220339,346.1186440677966,366.4491525423729,385.18220338983053,403.47033898305085,422.1398305084746,439.35169491525426,455.90677966101697,472.45762711864404,487.4957627118644
reviews_per_program,655.457627118644,650.1313559322034,172.36016949152543,65.7457627118644,87.66101694915254,109.57627118644068,131.4915254237288,153.36864406779662,175.26694915254237,197.16949152542372,218.88135593220338,240.5,262.20762711864404,283.5805084745763,304.18220338983053,325.3898305084746,346.364406779661,365.25,385.3728813559322,403.84322033898303,421.8474576271187,440.8093220338983,455.5508474576271,471.8008474576271,486.1906779661017
reviews_per_program,649.0338983050848,641.7161016949152,188.29237288135593,65.7457627118644,87.66101694915254,109.57627118644068,131.48728813559322,153.3728813559322,175.25423728813558,197.1228813559322,218.96610169491527,240.57627118644066,262.14830508474574,283.4449152542373,304.6779661016949,325.6991525423729,345.40677966101697,366.0042372881356,385.1991525423729,404.02966101694915,422.5381355932203,438.33474576271186,455.14830508474574,471.96610169491527,488.47033898305085
reviews_per_program,648.9025423728814,650.521186440678,175.614406779661,65.7457627118644,87.66101694915254,109.57627118644068,131.48305084745763,153.38983050847457,175.2584745762712,197.07203389830508,218.8771186440678,240.52966101694915,262.20338983050846,283.728813559322,304.6737288135593,325.4406779661017,345.8050847457627,365.89830508474574,384.68220338983053,403.9830508474576,421.7542372881356,440.0762711864407,457.09322033898303,471.79237288135596,487.46610169491527
reviews_per_program,650.4152542372881,649.3177966101695,189.9322033898305,65.7457627118644,87.66101694915254,109.57627118644068,131.4915254237288,153.385593220339,175.2584745762712,197.15254237288136,218.79661016949152,240.5593220338983,262.10593220338984,283.4279661016949,304.52966101694915,325.14406779661016,345.97033898305085,365.52542372881356,384.771186440678,404.5381355932203,422.76271186440675,439.8601694915254,456.85169491525426,471.99152542372883,487.9406779661017
pct_interview_given_signal,0.0,1.0,0.8766434648105181,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2997002997002997,0.25692736967151975,0.22488211824446863,0.19999139821943143,0.18000232261061433,0.16377564497666638,0.1502811712235796,0.1390695796509802,0.1293823038397329,0.1210622233793283,0.1141790769910744,0.10785484824938825,0.10217983651226158,0.0974372943863546,0.09329293983106955,0.0897414866207988,0.0862100930698209,0.08335200537754874,0.08121703287106578
pct_interview_given_signal,0.0,1.0,0.8779002320185615,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2997099581050596,0.25689898069114114,0.22487668053003193,0.199935504675911,0.17998142127264283,0.16383046189620548,0.15032732562838438,0.13900721940720148,0.1293553098268308,0.12097875717091827,0.11407963494516818,0.10785734995650913,0.10225623433170603,0.09761115076199672,0.09339599903591227,0.08990632341141327,0.0865833108340859,0.08340582764589294,0.08066194837635304
pct_interview_given_signal,0.0,1.0,0.8772235112142305,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2997002997002997,0.25692736967151975,0.22480601416519616,0.1999655973165907,0.18001625953311912,0.1639373160112112,0.15038323469486756,0.13904878668720003,0.129400306108251,0.1212042225987228,0.1138701146047605,0.10781108715309175,0.10249515076706048,0.09745771592647706,0.09314250803729707,0.08964373843306601,0.08645211668246974,0.08349793499730652,0.08095474368683571
pct_interview_given_signal,0.0,1.0,0.8746133023975251,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2996906419180201,0.2569202718382231,0.22482231784557366,0.19992690844207495,0.18005808325266215,0.16378429784086507,0.15036621449012919,0.13885985606354706,0.129358908377728,0.12087183686201115,0.11384920489184326,0.10774488791056015,0.10229447609829069,0.09736690572161441,0.09342883836810963,0.08984552366415163,0.08644247392783448,0.08346046845553262,0.08089559249497665
pct_interview_given_signal,0.0,1.0,0.8776102088167054,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2996906419180201,0.25689898069114114,0.22482231784557366,0.1999655973165907,0.1800650557620818,0.16377852916314456,0.15019622409922642,0.13890963405526513,0.129400306108251,0.12105592002499219,0.11395383031907072,0.10764387240150007,0.1024308041368828,0.09763882035506935,0.09330791612320659,0.08942479663070443,0.08643042350907519,0.0831872338903002,0.08088574236586447
pct_interview_given_signal,0.0,0.9998066511987626,0.8731631863882444,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2997002997002997,0.2569202718382231,0.224838623890917,0.1999140154772141,0.18005111128320297,0.16383623423296456,0.1504489201650085,0.1390716592893887,0.12936070772825906,0.12110794233699261,0.11385338622006758,0.10753682847297703,0.10230685455925546,0.09766958275134165,0.09335006273525721,0.0896930184111798,0.08643604661969999,0.08340807174887892,0.08083512242609671
pct_interview_given_signal,0.0,1.0,0.8780935808197989,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2996906419180201,0.25694156651471195,0.224838623890917,0.19986246024241383,0.18003716896391514,0.16385355368406215,0.1502884568769089,0.13896152409413523,0.12954991850892222,0.12110636524637983,0.11377260160015659,0.10788988271325653,0.10225623433170603,0.09757940130315716,0.09341476154124312,0.0893964299103152,0.08650358106222678,0.08352418159773677,0.08105210866211729
pct_interview_given_signal,0.0,1.0,0.8752900232018561,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2997002997002997,0.2569344678970052,0.2248549323017408,0.19990971819178435,0.1799674897437882,0.1638016063125264,0.15032246593498957,0.139027999940203,0.12933911882510013,0.12099134846809341,0.11408803179743854,0.10766755038957129,0.10230235295411795,0.09753437300080754,0.09326206640660255,0.08990110878034162,0.08658008658008658,0.0834949364361129,0.08067384345804526
pct_interview_given_signal,0.0,0.9996133023975251,0.8766434648105181,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2997099581050596,0.2569060773480663,0.22484949590193662,0.19996129781332644,0.18004065434130287,0.16383334801374086,0.15029088558500323,0.1388888888888889,0.12934091762513386,0.12108744336232488,0.11395662296287219,0.10769872151195109,0.10243983036845294,0.09754562617998741,0.0934354090059678,0.08954534075372143,0.08621169141776518,0.08352568190187079,0.08084004102849394
pct_interview_given_signal,0.0,1.0,0.8768368136117556,0.5993812838360402,0.4495359628770302,0.35962877030162416,0.2996906419180201,0.2569131743970828,0.22484949590193662,0.1998796423658872,0.18010690216128283,0.16381314732614669,0.1503467675444978,0.13903631389316629,0.1294021066106388,0.12119790444913597,0.11390219108623498,0.10780858759157934,0.10241613990264961,0.09741177949324926,0.09321252455598765,0.08958933405261688,0.08625726926180473,0.08349043899811473,0.08076141514840995
pct_interview_given_nosignal,0.061223280646201854,0.028124297403544152,0.0016147555246215416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.06117173471199953,0.02789302269010906,0.0015554971553579419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.060384905072332025,0.027901129427986292,0.0015884618628581068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.06095562692534574,0.028249979469491666,0.0017847443159773415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.06079702944406673,0.02801873345550804,0.0015704361851133968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.06105807739275444,0.027901099420895078,0.0018827232045634963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.060121017790649565,0.02784316635077803,0.0015276741337313265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.060716057765126785,0.028095202444718196,0.0017172894749701568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.06072834838482183,0.027713284930146416,0.0016250140087414548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.0605871086268225,0.027879270870619383,0.0016203116634260434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.061223280646201854,0.06120474632936051,0.06038216064251813,0.060867459470780344,0.0606550748079256,0.060864671003547165,0.0609224843271996,0.061328251221619196,0.060694660175166094,0.060962020006030654,0.06108173787396145,0.06101601506373877,0.0613201637841794,0.061469721205070924,0.060712886799843324,0.06140843210406418,0.06145387985436091,0.060726365690256356,0.06129106666227304,0.06111746382240448,0.06064320926471739,0.061164895296222245,0.06076922071642337,0.06090014341001513,0.06145144344815282
