Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,3036.0,2461.0,2444.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2441.0,2449.0,2477.0,2543.0,2541.0,2576.0,2613.0,2679.0,2682.0,2737.0
unmatched_applicants,3061.0,2458.0,2447.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2440.0,2444.0,2436.0,2458.0,2484.0,2518.0,2536.0,2566.0,2634.0,2657.0,2684.0,2708.0
unmatched_applicants,3033.0,2462.0,2453.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2438.0,2435.0,2453.0,2478.0,2533.0,2530.0,2595.0,2634.0,2654.0,2702.0,2718.0
unmatched_applicants,3071.0,2463.0,2439.0,2439.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2449.0,2481.0,2519.0,2532.0,2584.0,2609.0,2657.0,2688.0,2706.0
unmatched_applicants,3041.0,2464.0,2439.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2441.0,2435.0,2454.0,2485.0,2532.0,2518.0,2586.0,2633.0,2671.0,2693.0,2700.0
unmatched_applicants,3062.0,2454.0,2439.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2445.0,2435.0,2454.0,2487.0,2507.0,2516.0,2567.0,2624.0,2638.0,2696.0,2703.0
unmatched_applicants,3051.0,2465.0,2438.0,2438.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2443.0,2435.0,2443.0,2473.0,2510.0,2541.0,2567.0,2610.0,2668.0,2691.0,2710.0
unmatched_applicants,3056.0,2461.0,2454.0,2439.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2437.0,2440.0,2454.0,2487.0,2521.0,2535.0,2585.0,2623.0,2680.0,2687.0,2720.0
unmatched_applicants,3044.0,2461.0,2438.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2442.0,2458.0,2487.0,2531.0,2551.0,2562.0,2649.0,2663.0,2667.0,2719.0
unmatched_applicants,3067.0,2461.0,2442.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2438.0,2461.0,2494.0,2527.0,2536.0,2585.0,2622.0,2667.0,2693.0,2726.0
unfilled_spots,601.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,14.0,42.0,108.0,106.0,141.0,178.0,244.0,247.0,302.0
unfilled_spots,626.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,23.0,49.0,83.0,101.0,131.0,199.0,222.0,249.0,273.0
unfilled_spots,598.0,27.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,43.0,98.0,95.0,160.0,199.0,219.0,267.0,283.0
unfilled_spots,636.0,28.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,46.0,84.0,97.0,149.0,174.0,222.0,253.0,271.0
unfilled_spots,606.0,29.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,50.0,97.0,83.0,151.0,198.0,236.0,258.0,265.0
unfilled_spots,627.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0,52.0,72.0,81.0,132.0,189.0,203.0,261.0,268.0
unfilled_spots,616.0,30.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,38.0,75.0,106.0,132.0,175.0,233.0,256.0,275.0
unfilled_spots,621.0,26.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,19.0,52.0,86.0,100.0,150.0,188.0,245.0,252.0,285.0
unfilled_spots,609.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,23.0,52.0,96.0,116.0,127.0,214.0,228.0,232.0,284.0
unfilled_spots,632.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,26.0,59.0,92.0,101.0,150.0,187.0,232.0,258.0,291.0
reviews_per_program,266.48837209302326,265.69277845777236,266.55691554467563,267.53365973072215,264.23867809057526,265.96328029375763,252.328029375765,193.44920440636474,117.49326805385557,86.91799265605876,90.1187270501836,98.59118727050183,107.40514075887393,116.21542227662178,124.8812729498164,133.45410036719707,141.64871481028152,149.80538555691555,157.97552019583844,165.8298653610771,173.34516523867808,180.06364749082007
reviews_per_program,265.75397796817623,264.4749082007344,264.2998776009792,264.8935128518972,264.24357405140756,264.42594859241126,252.53855569155448,188.32068543451652,114.3671970624235,89.44675642594859,91.05875152998776,98.65238678090576,107.43084455324357,116.15422276621787,124.8470012239902,133.33170134638922,141.72460220318237,150.11995104039167,157.64626682986537,165.7625458996328,172.91309669522644,180.04651162790697
reviews_per_program,264.9902080783354,265.31823745410037,264.3977968176255,264.2717258261934,262.4969400244798,264.5985312117503,252.33659730722155,199.6670746634027,118.36597307221543,87.93390452876378,90.54467564259485,98.52876376988984,107.40514075887393,116.18115055079559,124.8078335373317,133.29742962056304,141.86780905752755,149.99632802937577,157.88372093023256,165.90575275397796,172.94614443084456,180.00244798041615
reviews_per_program,266.90697674418607,262.8359853121175,265.5581395348837,265.6156670746634,264.91187270501837,265.14075887392903,251.62178702570378,192.9265605875153,114.80538555691554,88.72582619339045,90.52631578947368,98.55446756425948,107.41982864137087,116.15667074663402,124.76499388004896,133.25091799265607,141.70379436964504,149.68176254589963,157.734394124847,165.42594859241126,172.94124847001223,180.31823745410037
reviews_per_program,266.6070991432069,265.3892288861689,266.73929008567933,265.75642594859244,263.99265605875155,266.4516523867809,250.14810281517748,192.36964504283966,114.76988984088128,86.32313341493268,90.38188494492044,98.60832313341493,107.43329253365972,116.20440636474908,124.90085679314565,133.32435740514074,141.69522643818848,149.82252141982863,157.60832313341493,165.7282741738066,172.88494492044063,180.3390452876377
reviews_per_program,264.7099143206854,263.28396572827415,266.8616891064871,264.30722154222764,266.2374541003672,264.3782129742962,253.6780905752754,191.40881272949815,120.03671970624235,85.937576499388,89.93268053855569,98.63525091799265,107.42350061199511,116.21664626682987,124.75887392900857,133.47246022031823,141.62913096695226,149.91432068543452,157.80660954712363,165.76988984088126,173.21052631578948,180.11505507955937
reviews_per_program,264.8066095471236,265.95348837209303,267.61811505507956,264.6389228886169,266.48837209302326,262.31456548347614,251.95838433292533,197.08812729498163,117.7233782129743,87.29865361077111,90.63402692778457,98.73684210526316,107.41615667074663,116.12362301101591,124.81884944920441,133.22276621787026,141.76499388004896,149.80905752753978,157.8261933904529,165.7013463892289,173.07221542227663,180.27906976744185
reviews_per_program,263.7356181150551,264.93512851897185,264.9498164014688,264.1064871481028,264.15055079559363,265.17258261933904,247.94247246022033,197.16034271725826,119.28763769889841,88.23011015911872,89.6952264381885,98.59975520195839,107.3782129742962,116.06364749082007,124.796817625459,133.1701346389229,141.60832313341493,149.8996328029376,158.04651162790697,165.6609547123623,173.31578947368422,180.65850673194615
reviews_per_program,264.6107711138311,261.44308445532437,264.13953488372096,264.0354957160343,264.9963280293758,263.25581395348837,254.3610771113831,193.46756425948593,117.72949816401469,88.69645042839657,90.13463892288861,98.55569155446756,107.40391676866585,116.16156670746633,124.76132190942472,133.23990208078337,141.59608323133415,150.02325581395348,157.8372093023256,165.68421052631578,172.95104039167686,180.16034271725826
reviews_per_program,266.15055079559363,264.9498164014688,265.8017135862913,264.4651162790698,264.8580171358629,263.32313341493267,252.56793145654834,194.65728274173807,118.77111383108935,90.18482252141983,90.16279069767442,98.57405140758874,107.4296205630355,116.15789473684211,124.93880048959608,133.34026927784578,141.7674418604651,149.79926560587515,157.77845777233782,165.65605875153,172.61199510403918,180.61933904528763
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9998909636091046,0.9955022488755623,0.972638220802742,0.9012678072387703,0.8154701489145748,0.7358104234349833,0.669431029559647,0.6144957264957265,0.567910856468804,0.528501979848669,0.49455205811138014,0.4659413965625999,0.4405716106576464,0.4177862488959137,0.3979982728460397,0.3807432408577703,0.36653706019903204
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9999727409022762,0.9968195551920761,0.9695282229015363,0.9021098196939228,0.8147210814251292,0.7355264773704103,0.669015744612216,0.6143487028745258,0.5682100781892137,0.5286470588235294,0.49500605882568943,0.46569190510324815,0.4396484247602896,0.4186588196930053,0.39815990784771244,0.3816946273094075,0.3665719452337897
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,0.9999182227068284,0.9973421775970559,0.9708660343921011,0.9021372328458943,0.81534288917846,0.7355529780992017,0.6698551516807871,0.6144957264957265,0.568078381795196,0.5288129609289188,0.4951333284360538,0.465221817679844,0.4400107713775123,0.41802916482545294,0.39781622339444467,0.3816216904817512,0.36666168010770966
