Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
unmatched_applicants,3870.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3521.0,3520.0,3542.0,3558.0,3588.0,3603.0,3610.0,3650.0,3662.0,3696.0,3705.0,3707.0,3709.0,3757.0,3779.0,3788.0,3791.0,3847.0
unmatched_applicants,3853.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3523.0,3529.0,3551.0,3556.0,3596.0,3585.0,3619.0,3637.0,3666.0,3684.0,3697.0,3702.0,3726.0,3766.0,3787.0,3786.0,3787.0,3842.0
unmatched_applicants,3849.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3522.0,3527.0,3535.0,3563.0,3588.0,3589.0,3618.0,3638.0,3672.0,3679.0,3685.0,3705.0,3714.0,3750.0,3764.0,3787.0,3779.0,3836.0
unmatched_applicants,3844.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3528.0,3544.0,3573.0,3581.0,3604.0,3614.0,3633.0,3657.0,3681.0,3702.0,3706.0,3710.0,3756.0,3770.0,3773.0,3779.0,3840.0
unmatched_applicants,3839.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3523.0,3530.0,3538.0,3560.0,3591.0,3595.0,3613.0,3647.0,3675.0,3669.0,3696.0,3705.0,3710.0,3755.0,3752.0,3788.0,3778.0,3842.0
unmatched_applicants,3855.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3525.0,3520.0,3529.0,3560.0,3588.0,3581.0,3615.0,3648.0,3663.0,3682.0,3703.0,3704.0,3718.0,3763.0,3768.0,3789.0,3789.0,3853.0
unmatched_applicants,3846.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3527.0,3541.0,3576.0,3587.0,3605.0,3621.0,3640.0,3660.0,3673.0,3686.0,3705.0,3719.0,3752.0,3775.0,3785.0,3778.0,3837.0
unmatched_applicants,3853.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3544.0,3566.0,3584.0,3608.0,3616.0,3642.0,3656.0,3692.0,3696.0,3707.0,3710.0,3758.0,3786.0,3775.0,3781.0,3848.0
unmatched_applicants,3867.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3523.0,3529.0,3575.0,3586.0,3598.0,3617.0,3641.0,3663.0,3682.0,3696.0,3696.0,3722.0,3774.0,3776.0,3778.0,3791.0,3848.0
unmatched_applicants,3860.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3528.0,3530.0,3541.0,3577.0,3604.0,3593.0,3625.0,3642.0,3668.0,3687.0,3684.0,3713.0,3731.0,3761.0,3758.0,3775.0,3776.0,3844.0
unfilled_spots,350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,38.0,68.0,83.0,90.0,130.0,142.0,176.0,185.0,187.0,189.0,237.0,259.0,268.0,271.0,327.0
unfilled_spots,333.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,31.0,36.0,76.0,65.0,99.0,117.0,146.0,164.0,177.0,182.0,206.0,246.0,267.0,266.0,267.0,322.0
unfilled_spots,329.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,43.0,68.0,69.0,98.0,118.0,152.0,159.0,165.0,185.0,194.0,230.0,244.0,267.0,259.0,316.0
unfilled_spots,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,53.0,61.0,84.0,94.0,113.0,137.0,161.0,182.0,186.0,190.0,236.0,250.0,253.0,259.0,320.0
unfilled_spots,319.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,18.0,40.0,71.0,75.0,93.0,127.0,155.0,149.0,176.0,185.0,190.0,235.0,232.0,268.0,258.0,322.0
