Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,2845.0,2046.0,2001.0,1986.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1985.0,1980.0,1983.0,2001.0,2034.0,2054.0,2081.0,2147.0,2190.0,2223.0,2284.0,2314.0,2345.0,2395.0,2462.0,2458.0,2506.0,2540.0,2581.0,2606.0,2633.0,2698.0,2715.0,2722.0,2751.0,2818.0,2809.0
unmatched_applicants,2841.0,2048.0,2005.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1988.0,2007.0,2030.0,2045.0,2099.0,2127.0,2180.0,2226.0,2270.0,2309.0,2365.0,2384.0,2455.0,2475.0,2494.0,2559.0,2584.0,2601.0,2612.0,2671.0,2718.0,2715.0,2724.0,2805.0,2804.0
unmatched_applicants,2845.0,2024.0,1996.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1986.0,1983.0,1991.0,2005.0,2021.0,2037.0,2117.0,2177.0,2208.0,2227.0,2288.0,2295.0,2344.0,2406.0,2458.0,2477.0,2500.0,2555.0,2569.0,2595.0,2626.0,2682.0,2710.0,2712.0,2725.0,2837.0,2824.0
unmatched_applicants,2841.0,2041.0,2012.0,1986.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1985.0,1987.0,2016.0,2035.0,2044.0,2113.0,2143.0,2210.0,2243.0,2275.0,2307.0,2364.0,2400.0,2476.0,2467.0,2524.0,2556.0,2568.0,2575.0,2649.0,2694.0,2690.0,2737.0,2725.0,2839.0,2828.0
unmatched_applicants,2820.0,2059.0,2001.0,1984.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1985.0,1986.0,1991.0,2011.0,2019.0,2022.0,2096.0,2140.0,2221.0,2239.0,2251.0,2315.0,2369.0,2414.0,2451.0,2468.0,2503.0,2551.0,2582.0,2601.0,2630.0,2698.0,2724.0,2731.0,2727.0,2850.0,2845.0
unmatched_applicants,2857.0,2035.0,1989.0,1984.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1981.0,1983.0,1983.0,2001.0,2037.0,2037.0,2101.0,2141.0,2194.0,2221.0,2274.0,2315.0,2360.0,2420.0,2415.0,2491.0,2481.0,2560.0,2589.0,2594.0,2621.0,2701.0,2701.0,2724.0,2748.0,2825.0,2814.0
unmatched_applicants,2827.0,2037.0,2021.0,1985.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1981.0,1990.0,1996.0,2041.0,2029.0,2109.0,2136.0,2210.0,2239.0,2276.0,2333.0,2365.0,2386.0,2413.0,2478.0,2506.0,2543.0,2605.0,2617.0,2603.0,2705.0,2712.0,2698.0,2733.0,2828.0,2848.0
unmatched_applicants,2828.0,2040.0,1994.0,1984.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1981.0,1982.0,1987.0,2000.0,2038.0,2086.0,2107.0,2158.0,2194.0,2220.0,2265.0,2312.0,2347.0,2401.0,2472.0,2493.0,2497.0,2568.0,2605.0,2586.0,2652.0,2689.0,2710.0,2718.0,2736.0,2840.0,2816.0
unmatched_applicants,2843.0,2025.0,1989.0,1987.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1988.0,1995.0,2046.0,2071.0,2108.0,2137.0,2209.0,2234.0,2265.0,2321.0,2354.0,2428.0,2438.0,2461.0,2485.0,2557.0,2581.0,2607.0,2603.0,2687.0,2725.0,2715.0,2718.0,2799.0,2839.0
unmatched_applicants,2835.0,2024.0,1995.0,1984.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1984.0,1999.0,2007.0,2040.0,2057.0,2089.0,2142.0,2206.0,2194.0,2288.0,2312.0,2362.0,2403.0,2445.0,2499.0,2494.0,2552.0,2566.0,2582.0,2602.0,2675.0,2713.0,2715.0,2741.0,2809.0,2804.0
unfilled_spots,865.0,66.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,21.0,54.0,74.0,101.0,167.0,210.0,243.0,304.0,334.0,365.0,415.0,482.0,478.0,526.0,560.0,601.0,626.0,653.0,718.0,735.0,742.0,771.0,838.0,829.0
unfilled_spots,861.0,68.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,50.0,65.0,119.0,147.0,200.0,246.0,290.0,329.0,385.0,404.0,475.0,495.0,514.0,579.0,604.0,621.0,632.0,691.0,738.0,735.0,744.0,825.0,824.0
unfilled_spots,865.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,11.0,25.0,41.0,57.0,137.0,197.0,228.0,247.0,308.0,315.0,364.0,426.0,478.0,497.0,520.0,575.0,589.0,615.0,646.0,702.0,730.0,732.0,745.0,857.0,844.0
unfilled_spots,861.0,61.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,36.0,55.0,64.0,133.0,163.0,230.0,263.0,295.0,327.0,384.0,420.0,496.0,487.0,544.0,576.0,588.0,595.0,669.0,714.0,710.0,757.0,745.0,859.0,848.0
unfilled_spots,840.0,79.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,31.0,39.0,42.0,116.0,160.0,241.0,259.0,271.0,335.0,389.0,434.0,471.0,488.0,523.0,571.0,602.0,621.0,650.0,718.0,744.0,751.0,747.0,870.0,865.0
unfilled_spots,877.0,55.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,21.0,57.0,57.0,121.0,161.0,214.0,241.0,294.0,335.0,380.0,440.0,435.0,511.0,501.0,580.0,609.0,614.0,641.0,721.0,721.0,744.0,768.0,845.0,834.0
unfilled_spots,847.0,57.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,16.0,61.0,49.0,129.0,156.0,230.0,259.0,296.0,353.0,385.0,406.0,433.0,498.0,526.0,563.0,625.0,637.0,623.0,725.0,732.0,718.0,753.0,848.0,868.0
unfilled_spots,848.0,60.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,20.0,58.0,106.0,127.0,178.0,214.0,240.0,285.0,332.0,367.0,421.0,492.0,513.0,517.0,588.0,625.0,606.0,672.0,709.0,730.0,738.0,756.0,860.0,836.0
unfilled_spots,863.0,45.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,66.0,91.0,128.0,157.0,229.0,254.0,285.0,341.0,374.0,448.0,458.0,481.0,505.0,577.0,601.0,627.0,623.0,707.0,745.0,735.0,738.0,819.0,859.0
unfilled_spots,855.0,44.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,27.0,60.0,77.0,109.0,162.0,226.0,214.0,308.0,332.0,382.0,423.0,465.0,519.0,514.0,572.0,586.0,602.0,622.0,695.0,733.0,735.0,761.0,829.0,824.0
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,338.4124847001224,323.5299877600979,265.5042839657283,189.2594859241126,127.28151774785802,109.37576499388005,108.89718482252142,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,339.1640146878825,325.2717258261934,266.2594859241126,190.84577723378214,130.68665850673196,107.69400244798041,108.06487148102815,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,340.22154222766216,324.1064871481028,265.1982864137087,181.1982864137087,128.61689106487148,105.50428396572828,108.3047735618115,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,340.87270501835985,340.90820073439414,323.08690330477356,266.23990208078334,188.79314565483477,126.02692778457772,107.33659730722154,108.95960832313341,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,339.5128518971848,320.6291309669523,271.01468788249696,188.6340269277846,125.25091799265606,107.0734394124847,108.56548347613219,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,339.12729498164015,322.563035495716,265.5483476132191,186.59241126070992,127.77600979192167,108.63402692778457,108.03182374541004,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,339.1028151774786,323.4565483476132,266.8971848225214,183.30232558139534,129.39902080783355,105.01591187270502,108.0734394124847,117.00734394124846,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
