Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,2503.0,1801.0,1797.0,1797.0,1797.0,1800.0,1802.0,1823.0,1828.0,1843.0,1869.0,1891.0,1909.0,1933.0,1939.0,1952.0,1999.0,2007.0,2011.0,2017.0,2071.0,2101.0,2096.0,2096.0,2167.0,2172.0,2178.0,2184.0,2259.0,2283.0,2274.0,2284.0,2351.0,2346.0,2351.0,2365.0,2420.0,2439.0
unmatched_applicants,2499.0,1803.0,1797.0,1797.0,1797.0,1798.0,1809.0,1818.0,1810.0,1850.0,1866.0,1885.0,1920.0,1925.0,1939.0,1948.0,1999.0,2008.0,2014.0,2023.0,2084.0,2085.0,2094.0,2081.0,2175.0,2165.0,2176.0,2183.0,2263.0,2275.0,2259.0,2298.0,2354.0,2366.0,2354.0,2359.0,2435.0,2440.0
unmatched_applicants,2498.0,1801.0,1797.0,1797.0,1797.0,1797.0,1806.0,1819.0,1819.0,1838.0,1863.0,1884.0,1925.0,1928.0,1940.0,1943.0,1987.0,2002.0,2017.0,2011.0,2093.0,2078.0,2093.0,2091.0,2178.0,2186.0,2170.0,2185.0,2287.0,2258.0,2262.0,2282.0,2366.0,2354.0,2350.0,2357.0,2424.0,2424.0
unmatched_applicants,2487.0,1799.0,1797.0,1797.0,1797.0,1797.0,1806.0,1816.0,1829.0,1856.0,1855.0,1886.0,1904.0,1922.0,1935.0,1966.0,2004.0,1997.0,2015.0,2014.0,2089.0,2096.0,2082.0,2088.0,2193.0,2182.0,2182.0,2175.0,2263.0,2285.0,2283.0,2261.0,2346.0,2346.0,2351.0,2360.0,2445.0,2438.0
unmatched_applicants,2496.0,1806.0,1799.0,1797.0,1797.0,1797.0,1807.0,1820.0,1822.0,1839.0,1878.0,1898.0,1903.0,1933.0,1934.0,1958.0,1994.0,1996.0,2021.0,2021.0,2090.0,2100.0,2090.0,2094.0,2170.0,2165.0,2190.0,2169.0,2271.0,2276.0,2268.0,2267.0,2360.0,2349.0,2364.0,2357.0,2448.0,2427.0
unmatched_applicants,2486.0,1806.0,1797.0,1797.0,1797.0,1797.0,1808.0,1818.0,1819.0,1834.0,1870.0,1892.0,1914.0,1927.0,1941.0,1938.0,1995.0,2005.0,2013.0,2028.0,2096.0,2087.0,2102.0,2106.0,2166.0,2172.0,2177.0,2173.0,2263.0,2270.0,2258.0,2272.0,2363.0,2353.0,2338.0,2347.0,2430.0,2449.0
unmatched_applicants,2505.0,1800.0,1797.0,1797.0,1797.0,1797.0,1805.0,1824.0,1811.0,1845.0,1865.0,1885.0,1901.0,1925.0,1937.0,1943.0,2005.0,1997.0,2011.0,2015.0,2097.0,2084.0,2100.0,2109.0,2173.0,2182.0,2168.0,2188.0,2267.0,2278.0,2282.0,2269.0,2363.0,2361.0,2355.0,2385.0,2451.0,2425.0
unmatched_applicants,2501.0,1805.0,1797.0,1797.0,1797.0,1797.0,1810.0,1822.0,1822.0,1844.0,1855.0,1887.0,1915.0,1920.0,1943.0,1946.0,1991.0,2001.0,2016.0,2019.0,2069.0,2094.0,2094.0,2105.0,2193.0,2171.0,2183.0,2171.0,2286.0,2267.0,2292.0,2268.0,2369.0,2349.0,2346.0,2349.0,2448.0,2439.0
unmatched_applicants,2497.0,1805.0,1797.0,1797.0,1797.0,1799.0,1799.0,1828.0,1820.0,1846.0,1852.0,1889.0,1910.0,1927.0,1938.0,1957.0,1994.0,1991.0,2003.0,2026.0,2086.0,2075.0,2096.0,2099.0,2156.0,2198.0,2186.0,2176.0,2267.0,2275.0,2250.0,2277.0,2341.0,2351.0,2350.0,2372.0,2443.0,2424.0
unmatched_applicants,2504.0,1805.0,1797.0,1797.0,1797.0,1800.0,1803.0,1829.0,1814.0,1841.0,1856.0,1895.0,1924.0,1927.0,1944.0,1949.0,2003.0,1994.0,2019.0,2020.0,2085.0,2101.0,2092.0,2102.0,2169.0,2170.0,2178.0,2186.0,2270.0,2284.0,2275.0,2286.0,2360.0,2352.0,2349.0,2368.0,2403.0,2449.0
