n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,pct_of_app_match_via_signal_given_matched_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,pct_of_app_match_via_signal_given_matched_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,pct_of_app_match_via_signal_given_matched_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,pct_of_app_match_via_signal_given_matched_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,pct_of_app_match_via_signal_given_matched_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga,pct_of_app_match_via_signal_given_matched_best_piga,best_signal_pamgs,reviews_per_program_best_pamgs,unmatched_applicants_best_pamgs,unfilled_spots_best_pamgs,pct_interview_given_signal_best_pamgs,pct_interview_given_nosignal_best_pamgs,pct_interview_given_application_best_pamgs,pct_of_app_match_via_signal_given_matched_best_pamgs
189,1805,3017,12,40,1.773662551,1212,9,50,0,39,Anesthesiology,9,148.57841269841268,1212.0,0.0,0.7974065480794017,8.575063885295153e-05,0.1794829300629764,1.0,0,638.5185185185184,1212.0,0.0,0.0,0.1794829300629764,0.1794829300629764,0.0,0,638.5185185185184,1212.0,0.0,0.0,0.1794829300629764,0.1794829300629764,0.0,1,638.5185185185184,1212.0,0.0,1.0,0.158444030833822,0.1794829300629764,0.9939168975069252,0,638.5185185185184,1212.0,0.0,0.0,0.1794829300629764,0.1794829300629764,0.0,0,638.5185185185184,1212.0,0.0,0.0,0.1794829300629764,0.1794829300629764,0.0,3,638.5185185185184,1212.0,0.0,1.0,0.1129545189870015,0.1794829300629764,1.0
78,195,286,12,40,1.833333333,91,2,50,0,39,Child Neurology,12,48.05282051282052,91.02,0.02,0.6796561771561772,0.0009265734265734,0.2045454545454545,1.0,1,146.66666666666666,91.0,0.0,1.0,0.1841491841491842,0.2045454545454545,0.8934358974358975,1,146.66666666666666,91.0,0.0,1.0,0.1841491841491842,0.2045454545454545,0.8934358974358975,1,146.66666666666666,91.0,0.0,1.0,0.1841491841491842,0.2045454545454545,0.8934358974358975,0,146.66666666666666,91.02,0.02,0.0,0.2045454545454545,0.2045454545454545,0.0,0,146.66666666666666,91.02,0.02,0.0,0.2045454545454545,0.2045454545454545,0.0,7,105.63692307692308,91.0,0.0,0.9472627372627374,0.0469993642720915,0.2045454545454545,1.0
14,30,299,12,14,10.67857143,269,2,50,0,13,Dermatology,2,51.85428571428572,269.0,0.0,0.5991304347826087,0.000479375696767,0.0860009555661729,1.0,0,299.0,269.0,0.0,0.0,0.0860009555661729,0.0860009555661729,0.0,0,299.0,269.0,0.0,0.0,0.0860009555661729,0.0860009555661729,0.0,1,217.73571428571427,269.0,0.0,0.960535117056856,0.0187290969899665,0.0860009555661729,1.0,0,299.0,269.0,0.0,0.0,0.0860009555661729,0.0860009555661729,0.0,0,299.0,269.0,0.0,0.0,0.0860009555661729,0.0860009555661729,0.0,1,217.73571428571427,269.0,0.0,0.960535117056856,0.0187290969899665,0.0860009555661729,1.0
292,3068,3753,12,40,1.285273973,685,10,50,0,39,Emergency Medicine,12,158.5914383561644,687.24,2.24,0.8170925481836754,0.0001657721441894,0.2452438049560351,1.0,1,514.1095890410959,685.0,0.0,1.0,0.2258910820061899,0.2452438049560351,0.9506323337679272,1,514.1095890410959,685.0,0.0,1.0,0.2258910820061899,0.2452438049560351,0.9506323337679272,1,514.1095890410959,685.0,0.0,1.0,0.2258910820061899,0.2452438049560351,0.9506323337679272,0,514.1095890410959,690.26,5.26,0.0,0.2452438049560351,0.2452438049560351,0.0,0,514.1095890410959,690.26,5.26,0.0,0.2452438049560351,0.2452438049560351,0.0,12,158.5914383561644,687.24,2.24,0.8170925481836754,0.0001657721441894,0.2452438049560351,1.0
817,5357,7337,12,40,1.496736026,1980,6,50,0,39,Family Medicine,11,107.03221542227662,1980.0,0.0,0.7950613949223735,0.0005497878020237,0.2190404797601199,1.0,0,359.2166462668298,1980.0,0.0,0.0,0.2190404797601199,0.2190404797601199,0.0,0,359.2166462668298,1980.0,0.0,0.0,0.2190404797601199,0.2190404797601199,0.0,1,359.2166462668298,1980.0,0.0,1.0,0.1990158766770461,0.2190404797601199,0.9525592682471532,0,359.2166462668298,1980.0,0.0,0.0,0.2190404797601199,0.2190404797601199,0.0,0,359.2166462668298,1980.0,0.0,0.0,0.2190404797601199,0.2190404797601199,0.0,7,340.42288861689104,1980.0,0.0,0.9962125430791098,0.0541857996621523,0.2190404797601199,1.0
758,10941,17131,12,40,1.614304561,6190,14,50,0,39,Internal Medicine (Categorical),9,217.68279683377307,6190.0,0.0,0.8509371574598358,0.0001795650593811,0.1916000233494834,1.0,0,904.0105540897098,6190.0,0.0,0.0,0.1916000233494834,0.1916000233494834,0.0,0,904.0105540897098,6190.0,0.0,0.0,0.1916000233494834,0.1916000233494834,0.0,1,904.0105540897098,6190.0,0.0,1.0,0.1708718188199829,0.1916000233494834,0.9961283246503976,0,904.0105540897098,6190.0,0.0,0.0,0.1916000233494834,0.1916000233494834,0.0,0,904.0105540897098,6190.0,0.0,0.0,0.1916000233494834,0.1916000233494834,0.0,3,904.0105540897098,6190.0,0.0,1.0,0.1260540792967388,0.1916000233494834,1.0
13,34,110,12,13,4.230769231,76,2,50,0,12,Medicine-Emergency Med,5,54.6323076923077,76.0,0.0,0.7330545454545455,0.0054772727272727,0.2853146853146853,1.0,0,110.0,76.0,0.0,0.0,0.2853146853146853,0.2853146853146853,0.0,0,110.0,76.0,0.0,0.0,0.2853146853146853,0.2853146853146853,0.0,1,110.0,76.0,0.0,1.0,0.2257575757575758,0.2853146853146853,0.998235294117647,0,110.0,76.0,0.0,0.0,0.2853146853146853,0.2853146853146853,0.0,0,110.0,76.0,0.0,0.0,0.2853146853146853,0.2853146853146853,0.0,2,109.34153846153846,76.0,0.0,0.9998181818181818,0.1554049586776859,0.2853146853146853,1.0
79,398,599,12,40,1.516455696,201,5,50,0,39,Medicine-Pediatrics,10,81.5832911392405,201.0,0.0,0.7961402337228713,0.0003962159154145,0.1993322203672787,1.0,0,303.29113924050625,201.0,0.0,0.0,0.1993322203672787,0.1993322203672787,0.0,0,303.29113924050625,201.0,0.0,0.0,0.1993322203672787,0.1993322203672787,0.0,1,303.29113924050625,201.0,0.0,1.0,0.1788022772997731,0.1993322203672787,0.964070351758794,0,303.29113924050625,201.0,0.0,0.0,0.1993322203672787,0.1993322203672787,0.0,0,303.29113924050625,201.0,0.0,0.0,0.1993322203672787,0.1993322203672787,0.0,4,303.29113924050625,201.0,0.0,1.0,0.1103691337414209,0.1993322203672787,1.0
329,1600,5964,12,40,4.531914894,4364,4,50,0,39,Medicine-Preliminary (PGY-1 Only),5,90.830273556231,4364.0,0.0,0.6438511066398389,1.724633515377982e-06,0.0804828973843058,1.0,0,725.1063829787234,4364.0,0.0,0.0,0.0804828973843058,0.0804828973843058,0.0,0,725.1063829787234,4364.0,0.0,0.0,0.0804828973843058,0.0804828973843058,0.0,1,725.1063829787234,4364.0,0.0,1.0,0.0569055357787752,0.0804828973843058,1.0,0,725.1063829787234,4364.0,0.0,0.0,0.0804828973843058,0.0804828973843058,0.0,0,725.1063829787234,4364.0,0.0,0.0,0.0804828973843058,0.0804828973843058,0.0,1,725.1063829787234,4364.0,0.0,1.0,0.0569055357787752,0.0804828973843058,1.0
91,411,2134,12,40,5.862637363,1723,4,50,0,39,Medicine-Primary,4,93.8021978021978,1723.0,0.0,0.577788191190253,0.0,0.0577788191190253,1.0,0,938.021978021978,1723.0,0.0,0.0,0.0577788191190253,0.0577788191190253,0.0,0,938.021978021978,1723.0,0.0,0.0,0.0577788191190253,0.0577788191190253,0.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0,0,938.021978021978,1723.0,0.0,0.0,0.0577788191190253,0.0577788191190253,0.0,0,938.021978021978,1723.0,0.0,0.0,0.0577788191190253,0.0577788191190253,0.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0
27,52,299,12,27,11.07407407,247,1,50,0,26,Interventional Radiology (Integrated),3,38.1437037037037,247.0,0.0,0.6946711259754739,0.0001226309921962,0.0772946859903381,1.0,0,299.0,247.0,0.0,0.0,0.0772946859903381,0.0772946859903381,0.0,0,299.0,247.0,0.0,0.0,0.0772946859903381,0.0772946859903381,0.0,1,289.7111111111111,247.0,0.0,0.994113712374582,0.0420324157447903,0.0772946859903381,0.9996153846153846,0,299.0,247.0,0.0,0.0,0.0772946859903381,0.0772946859903381,0.0,0,299.0,247.0,0.0,0.0,0.0772946859903381,0.0772946859903381,0.0,2,188.4503703703704,247.0,0.0,0.9294983277591972,0.0091183946488294,0.0772946859903381,1.0
121,268,476,12,40,1.966942149,208,2,50,0,39,Neurological Surgery,11,45.482314049586776,208.0,0.0,0.6130290297937356,0.0004476963199072,0.1689075630252101,1.0,0,157.35537190082644,208.0,0.0,0.0,0.1689075630252101,0.1689075630252101,0.0,0,157.35537190082644,208.0,0.0,0.0,0.1689075630252101,0.1689075630252101,0.0,1,157.35537190082644,208.0,0.0,1.0,0.147597500538677,0.1689075630252101,0.9262686567164178,0,157.35537190082644,208.0,0.0,0.0,0.1689075630252101,0.1689075630252101,0.0,0,157.35537190082644,208.0,0.0,0.0,0.1689075630252101,0.1689075630252101,0.0,5,138.0598347107438,208.0,0.0,0.9852436974789917,0.0522881152460984,0.1689075630252101,1.0
159,932,1776,12,40,2.233962264,844,5,50,0,39,Neurology,8,96.30075471698112,844.0,0.0,0.7863992117117117,0.0001907376126126,0.1574324324324324,1.0,0,446.7924528301886,844.0,0.0,0.0,0.1574324324324324,0.1574324324324324,0.0,0,446.7924528301886,844.0,0.0,0.0,0.1574324324324324,0.1574324324324324,0.0,1,446.7924528301886,844.0,0.0,1.0,0.1358281358281358,0.1574324324324324,0.9928969957081546,0,446.7924528301886,844.0,0.0,0.0,0.1574324324324324,0.1574324324324324,0.0,0,446.7924528301886,844.0,0.0,0.0,0.1574324324324324,0.1574324324324324,0.0,3,446.7924528301886,844.0,0.0,1.0,0.0891161431701972,0.1574324324324324,1.0
295,1587,2151,12,40,1.458305085,564,5,50,0,39,Obstetrics-Gynecology,12,90.26488135593222,564.0,0.0,0.7372005268867194,0.0002553629541077,0.2213389121338912,1.0,1,291.6610169491525,564.0,0.0,1.0,0.2013732432142473,0.2213389121338912,0.9365469439193448,1,291.6610169491525,564.0,0.0,1.0,0.2013732432142473,0.2213389121338912,0.9365469439193448,1,291.6610169491525,564.0,0.0,1.0,0.2013732432142473,0.2213389121338912,0.9365469439193448,0,291.6610169491525,564.06,0.06,0.0,0.2213389121338912,0.2213389121338912,0.0,0,291.6610169491525,564.06,0.06,0.0,0.2213389121338912,0.2213389121338912,0.0,8,225.35661016949155,564.0,0.0,0.9758926080892608,0.0327004881450488,0.2213389121338912,1.0
