n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,pct_of_app_match_via_signal_given_matched_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,pct_of_app_match_via_signal_given_matched_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,pct_of_app_match_via_signal_given_matched_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,pct_of_app_match_via_signal_given_matched_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,pct_of_app_match_via_signal_given_matched_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga,pct_of_app_match_via_signal_given_matched_best_piga,best_signal_pamgs,reviews_per_program_best_pamgs,unmatched_applicants_best_pamgs,unfilled_spots_best_pamgs,pct_interview_given_signal_best_pamgs,pct_interview_given_nosignal_best_pamgs,pct_interview_given_application_best_pamgs,pct_of_app_match_via_signal_given_matched_best_pamgs
189,1805,3017,12,40,1.773662551,1212,9,50,0,39,Anesthesiology,9,147.71301587301588,1212.22,0.22,0.7974500055242517,7.313396131598362e-05,0.1794829300629764,1.0,2,638.5185185185184,1212.0,0.0,1.0,0.1362978211189226,0.1794829300629764,0.99996675900277,2,638.5185185185184,1212.0,0.0,1.0,0.1362978211189226,0.1794829300629764,0.99996675900277,1,638.5185185185184,1214.56,2.56,1.0,0.158444030833822,0.1794829300629764,0.9953952467792704,0,638.5185185185184,1553.9,341.9,0.0,0.1794829300629764,0.1794829300629764,0.0,0,638.5185185185184,1553.9,341.9,0.0,0.1794829300629764,0.1794829300629764,0.0,3,638.5185185185184,1212.0,0.0,1.0,0.1129545189870015,0.1794829300629764,1.0
78,195,286,12,40,1.833333333,91,2,50,0,39,Child Neurology,12,47.38307692307692,95.7,4.7,0.6799825174825176,0.0007867132867132,0.2045454545454545,1.0,7,106.93358974358972,91.34,0.34,0.945914085914086,0.0472854418308963,0.2045454545454545,1.0,7,106.93358974358972,91.34,0.34,0.945914085914086,0.0472854418308963,0.2045454545454545,1.0,1,146.66666666666666,96.74,5.74,1.0,0.1841491841491842,0.2045454545454545,0.9149098458224926,0,146.66666666666666,154.46,63.46,0.0,0.2045454545454545,0.2045454545454545,0.0,0,146.66666666666666,154.46,63.46,0.0,0.2045454545454545,0.2045454545454545,0.0,6,125.15615384615384,91.44,0.44,0.9793473193473192,0.0678157136980666,0.2045454545454545,1.0
14,30,299,12,14,10.67857143,269,2,50,0,13,Dermatology,2,50.35,269.0,0.0,0.5995652173913044,0.000406911928651,0.0860009555661729,1.0,1,227.90857142857143,269.0,0.0,0.96247491638796,0.0185798816568047,0.0860009555661729,1.0,1,227.90857142857143,269.0,0.0,0.96247491638796,0.0185798816568047,0.0860009555661729,1.0,1,227.90857142857143,269.0,0.0,0.96247491638796,0.0185798816568047,0.0860009555661729,1.0,0,299.0,273.26,4.26,0.0,0.0860009555661729,0.0860009555661729,0.0,0,299.0,273.26,4.26,0.0,0.0860009555661729,0.0860009555661729,0.0,1,227.90857142857143,269.0,0.0,0.96247491638796,0.0185798816568047,0.0860009555661729,1.0
292,3068,3753,12,40,1.285273973,685,10,50,0,39,Emergency Medicine,12,159.33575342465755,749.2,64.2,0.8170707878141932,0.0001750980168246,0.2452438049560351,1.0,3,514.1095890410959,686.38,1.38,1.0,0.1840473567092272,0.2452438049560351,0.9989304741968515,3,514.1095890410959,686.38,1.38,1.0,0.1840473567092272,0.2452438049560351,0.9989304741968515,1,514.1095890410959,722.86,37.86,1.0,0.2258910820061899,0.2452438049560351,0.9630242685843452,0,514.1095890410959,1279.58,594.58,0.0,0.2452438049560351,0.2452438049560351,0.0,0,514.1095890410959,1279.58,594.58,0.0,0.2452438049560351,0.2452438049560351,0.0,4,514.1095890410959,708.36,23.36,1.0,0.1613820055067057,0.2452438049560351,1.0
817,5357,7337,12,40,1.496736026,1980,6,50,0,39,Family Medicine,11,107.12291309669524,2020.02,40.02,0.7950646164521045,0.0005485658424706,0.2190404797601199,1.0,3,359.2166462668298,1981.24,1.24,1.0,0.155719437578508,0.2190404797601199,0.9993054357523812,3,359.2166462668298,1981.24,1.24,1.0,0.155719437578508,0.2190404797601199,0.9993054357523812,1,359.2166462668298,2041.16,61.16,1.0,0.1990158766770461,0.2190404797601199,0.9637464399639484,0,359.2166462668298,2993.44,1013.44,0.0,0.2190404797601199,0.2190404797601199,0.0,0,359.2166462668298,2993.44,1013.44,0.0,0.2190404797601199,0.2190404797601199,0.0,5,359.20922888616883,1988.44,8.44,0.9999983644541364,0.1074750676609747,0.2190404797601199,1.0
758,10941,17131,12,40,1.614304561,6190,14,50,0,39,Internal Medicine (Categorical),9,218.63918205804748,6190.44,0.44,0.850943254269388,0.0001777950178981,0.1916000233494834,1.0,3,904.0105540897098,6190.0,0.0,1.0,0.1260540792967388,0.1916000233494834,1.0,3,904.0105540897098,6190.0,0.0,1.0,0.1260540792967388,0.1916000233494834,1.0,1,904.0105540897098,6199.88,9.88,1.0,0.1708718188199829,0.1916000233494834,0.9968402372351716,0,904.0105540897098,8254.2,2064.2,0.0,0.1916000233494834,0.1916000233494834,0.0,0,904.0105540897098,8254.2,2064.2,0.0,0.1916000233494834,0.1916000233494834,0.0,3,904.0105540897098,6190.0,0.0,1.0,0.1260540792967388,0.1916000233494834,1.0
13,34,110,12,13,4.230769231,76,2,50,0,12,Medicine-Emergency Med,5,57.04307692307693,76.0,0.0,0.7298909090909094,0.0074545454545454,0.2853146853146853,1.0,1,110.0,76.0,0.0,1.0,0.2257575757575758,0.2853146853146853,0.997058823529412,1,110.0,76.0,0.0,1.0,0.2257575757575758,0.2853146853146853,0.997058823529412,1,110.0,76.0,0.0,1.0,0.2257575757575758,0.2853146853146853,0.997058823529412,0,110.0,77.94,1.94,0.0,0.2853146853146853,0.2853146853146853,0.0,0,110.0,77.94,1.94,0.0,0.2853146853146853,0.2853146853146853,0.0,2,109.86769230769232,76.0,0.0,1.0,0.1553719008264462,0.2853146853146853,1.0
79,398,599,12,40,1.516455696,201,5,50,0,39,Medicine-Pediatrics,10,82.87265822784809,202.18,1.18,0.7959465776293823,0.0004607679465776,0.1993322203672787,1.0,6,299.94329113924044,201.0,0.0,0.9993656093489148,0.0581498576058136,0.1993322203672787,1.0,6,299.94329113924044,201.0,0.0,0.9993656093489148,0.0581498576058136,0.1993322203672787,1.0,1,303.29113924050625,206.06,5.06,1.0,0.1788022772997731,0.1993322203672787,0.972430979476966,0,303.29113924050625,334.0,133.0,0.0,0.1993322203672787,0.1993322203672787,0.0,0,303.29113924050625,334.0,133.0,0.0,0.1993322203672787,0.1993322203672787,0.0,4,303.29113924050625,201.28,0.28,1.0,0.1103691337414209,0.1993322203672787,1.0
329,1600,5964,12,40,4.531914894,4364,4,50,0,39,Medicine-Preliminary (PGY-1 Only),5,90.86948328267478,4364.0,0.0,0.6438544600938967,1.2455686499952092e-06,0.0804828973843058,1.0,1,725.1063829787234,4364.0,0.0,1.0,0.0569055357787752,0.0804828973843058,0.9999875,1,725.1063829787234,4364.0,0.0,1.0,0.0569055357787752,0.0804828973843058,0.9999875,1,725.1063829787234,4364.0,0.0,1.0,0.0569055357787752,0.0804828973843058,0.9999875,0,725.1063829787234,4669.08,305.08,0.0,0.0804828973843058,0.0804828973843058,0.0,0,725.1063829787234,4669.08,305.08,0.0,0.0804828973843058,0.0804828973843058,0.0,2,721.4941033434651,4364.0,0.0,0.999716633132126,0.03210217445021,0.0804828973843058,1.0
91,411,2134,12,40,5.862637363,1723,4,50,0,39,Medicine-Primary,4,93.8021978021978,1723.0,0.0,0.577788191190253,0.0,0.0577788191190253,1.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0,0,938.021978021978,1844.34,121.34,0.0,0.0577788191190253,0.0577788191190253,0.0,0,938.021978021978,1844.34,121.34,0.0,0.0577788191190253,0.0577788191190253,0.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0
