n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,pct_of_app_match_via_signal_given_matched_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,pct_of_app_match_via_signal_given_matched_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,pct_of_app_match_via_signal_given_matched_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,pct_of_app_match_via_signal_given_matched_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,pct_of_app_match_via_signal_given_matched_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga,pct_of_app_match_via_signal_given_matched_best_piga,best_signal_pamgs,reviews_per_program_best_pamgs,unmatched_applicants_best_pamgs,unfilled_spots_best_pamgs,pct_interview_given_signal_best_pamgs,pct_interview_given_nosignal_best_pamgs,pct_interview_given_application_best_pamgs,pct_of_app_match_via_signal_given_matched_best_pamgs
189,1805,3017,6,12,1.773662551,1212,9,10,0,11,Anesthesiology_ma12_ips6,5,80.45185185185184,1212.0,0.0,0.7178654292343388,1.339889186208216e-05,0.121778983315897,1.0,3,422.8746031746032,1212.0,0.0,0.992011932383162,0.0230666912844559,0.1212633631366296,1.0,3,422.8746031746032,1212.0,0.0,0.992011932383162,0.0230666912844559,0.1212633631366296,1.0,1,471.4190476190476,1217.2,5.2,1.0,0.0907687647539754,0.1215583076415681,0.995999215189024,0,470.9380952380952,1796.7,584.7,0.0,0.1216781318660553,0.1216781318660553,0.0,6,95.77566137566136,1217.8,5.8,0.59828965475668,0.0,0.1221251953169763,1.0,2,472.56349206349216,1212.3,0.3,1.0,0.0575946724859854,0.1212681853066719,1.0
189,1805,3017,16,27,1.773662551,1212,9,10,0,26,Anesthesiology_ma27_ips16,12,191.7148148148148,1212.0,0.0,0.8001138313697955,3.594276058596175e-05,0.3246193918569323,1.0,2,471.50317460317456,1212.0,0.0,1.0,0.2750036707071256,0.3240953312572798,0.9999445983379502,2,471.50317460317456,1212.0,0.0,1.0,0.2750036707071256,0.3240953312572798,0.9999445983379502,1,470.6857142857143,1212.6,0.6,1.0,0.3009433839397589,0.3246517858494256,0.9950676528832444,0,471.0476190476191,1317.8,105.8,0.0,0.3244059875961377,0.3244059875961377,0.0,17,266.4328042328042,1212.0,0.0,0.5735198787803018,0.0,0.3251834799617171,1.0,3,470.57671957671965,1212.0,0.0,1.0,0.2482207752494368,0.3247283184309227,1.0
189,1805,3017,5,37,1.773662551,1212,9,10,0,36,Anesthesiology_ma37_ips5,4,71.41904761904762,1212.0,0.0,0.7469671859463043,0.0001370553326756,0.1010633566921171,1.0,4,71.41904761904762,1212.0,0.0,0.7469671859463043,0.0001370553326756,0.1010633566921171,1.0,4,71.41904761904762,1212.0,0.0,0.7469671859463043,0.0001370553326756,0.1010633566921171,1.0,1,470.1645502645503,1218.7,6.7,1.0,0.0699891581528064,0.101565466523139,0.9988330194376726,0,470.2333333333333,1952.1,740.1,0.0,0.1015515603634628,0.1015515603634628,0.0,35,433.2714285714286,1873.3,661.3,0.1102125417371433,0.0,0.1020562678681187,1.0,2,465.5724867724868,1212.7,0.7,0.9991879350348029,0.0361379952614327,0.1014773767322766,1.0
189,1805,3017,7,36,1.773662551,1212,9,10,0,35,Anesthesiology_ma36_ips7,6,95.96825396825396,1212.1,0.1,0.6980067852470133,1.4064895427502497e-06,0.1418504346678633,1.0,3,468.1984126984127,1212.0,0.0,0.9996685449121644,0.0448802845337099,0.1420061449626434,1.0,3,468.1984126984127,1212.0,0.0,0.9996685449121644,0.0448802845337099,0.1420061449626434,1.0,1,470.1089947089948,1214.0,2.0,1.0,0.1120630058602607,0.1422156457883418,0.9945096712374004,0,471.6661375661376,1675.0,463.0,0.0,0.1417403088647013,0.1417403088647013,0.0,33,424.90105820105816,1608.3,396.3,0.1573366079167167,0.0,0.1427066626156655,1.0,3,468.1984126984127,1212.0,0.0,0.9996685449121644,0.0448802845337099,0.1420061449626434,1.0
189,1805,3017,16,35,1.773662551,1212,9,10,0,34,Anesthesiology_ma35_ips16,12,192.0201058201058,1212.0,0.0,0.8000865883749073,4.54621121243762e-05,0.3244458528535152,1.0,2,470.6899470899472,1212.0,0.0,1.0,0.2755115672238521,0.3246534281193431,0.999556786703601,2,470.6899470899472,1212.0,0.0,1.0,0.2755115672238521,0.3246534281193431,0.999556786703601,1,470.2037037037037,1212.7,0.7,1.0,0.3012587075540369,0.3249805439702856,0.9924614068912404,0,471.05555555555554,1315.4,103.4,0.0,0.3243990009017093,0.3243990009017093,0.0,26,374.4470899470899,1250.7,38.7,0.408082165852271,0.0,0.3266361067032352,1.0,3,469.29100529100526,1212.0,0.0,1.0,0.2489815843116521,0.3256216425400422,1.0
189,1805,3017,6,17,1.773662551,1212,9,10,0,16,Anesthesiology_ma17_ips6,5,81.49470899470899,1212.0,0.0,0.717746105402718,3.7790842935000326e-05,0.1219112547998412,1.0,3,418.21587301587294,1212.0,0.0,0.9912495856811402,0.0232194391531639,0.1215779260766621,1.0,3,418.21587301587294,1212.0,0.0,0.9912495856811402,0.0232194391531639,0.1215779260766621,1.0,1,471.5566137566138,1218.4,6.4,1.0,0.090741745664435,0.1215233330739818,0.9958864962039264,0,471.4793650793651,1800.4,588.4,0.0,0.1215412352395473,0.1215412352395473,0.0,14,221.85608465608465,1386.2,174.2,0.258282751120203,0.0,0.121927539137747,1.0,3,418.21587301587294,1212.0,0.0,0.9912495856811402,0.0232194391531639,0.1215779260766621,1.0
189,1805,3017,10,30,1.773662551,1212,9,10,0,29,Anesthesiology_ma30_ips10,8,128.21587301587303,1212.0,0.0,0.7479879790675761,1.8642104208380517e-05,0.2025476518964777,1.0,3,471.1021164021164,1212.0,0.0,1.0,0.1125111787128742,0.2027302094411972,1.0,3,471.1021164021164,1212.0,0.0,1.0,0.1125111787128742,0.2027302094411972,1.0,1,469.55555555555554,1214.8,2.8,1.0,0.1753600330893802,0.2033950074956396,0.994839551405586,0,472.9132275132276,1481.2,269.2,0.0,0.2019547765591106,0.2019547765591106,0.0,23,343.4201058201058,1363.9,151.9,0.2780934023290356,0.0,0.2035800064425295,1.0,3,471.1021164021164,1212.0,0.0,1.0,0.1125111787128742,0.2027302094411972,1.0
189,1805,3017,16,28,1.773662551,1212,9,10,0,27,Anesthesiology_ma28_ips16,12,192.41587301587305,1212.0,0.0,0.799839007798718,5.0575073716522926e-05,0.3238205380212101,1.0,2,470.6396825396825,1212.0,0.0,1.0,0.27553178084773,0.3246764767116036,0.9998891966759004,2,470.6396825396825,1212.0,0.0,1.0,0.27553178084773,0.3246764767116036,0.9998891966759004,1,469.1783068783069,1212.2,0.2,1.0,0.3019556742342106,0.3257062571863457,0.9942374286749665,0,471.19047619047626,1315.1,103.1,0.0,0.3243024324292827,0.3243024324292827,0.0,1,469.1783068783069,1212.2,0.2,1.0,0.3019556742342106,0.3257062571863457,0.9942374286749665,4,469.3253968253968,1212.0,0.0,1.0,0.2193853751232278,0.3255897675240362,1.0
189,1805,3017,20,5,1.773662551,1212,9,10,0,4,Anesthesiology_ma5_ips20,2,471.1492063492064,1212.0,0.0,1.0,0.3622130511090283,0.4054318363910197,0.999224376731302,1,471.86507936507934,1212.0,0.0,1.0,0.3839616962244582,0.4048022280046568,0.9934626038781162,1,471.86507936507934,1212.0,0.0,1.0,0.3839616962244582,0.4048022280046568,0.9934626038781162,1,471.86507936507934,1212.0,0.0,1.0,0.3839616962244582,0.4048022280046568,0.9934626038781162,0,471.5460317460317,1251.2,39.2,0.0,0.4050906657226945,0.4050906657226945,0.0,2,471.1492063492064,1212.0,0.0,1.0,0.3622130511090283,0.4054318363910197,0.999224376731302,3,471.58994708994703,1212.0,0.0,1.0,0.3378014630508777,0.4050479369042594,1.0
189,1805,3017,9,19,1.773662551,1212,9,10,0,18,Anesthesiology_ma19_ips9,7,113.42804232804232,1212.0,0.0,0.7691393409026646,5.480042992174688e-05,0.1833692805389092,1.0,3,470.1603174603174,1212.0,0.0,1.0,0.0901449594734789,0.1828233775142681,1.0,3,470.1603174603174,1212.0,0.0,1.0,0.0901449594734789,0.1828233775142681,1.0,1,472.4222222222223,1214.3,2.3,1.0,0.1533395074409043,0.1819490207034203,0.9957831018031008,0,470.5232804232804,1532.8,320.8,0.0,0.1826809264095304,0.1826809264095304,0.0,7,113.42804232804232,1212.0,0.0,0.7691393409026646,5.480042992174688e-05,0.1833692805389092,1.0,3,470.1603174603174,1212.0,0.0,1.0,0.0901449594734789,0.1828233775142681,1.0
