n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,pct_of_app_match_via_signal_given_matched_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,pct_of_app_match_via_signal_given_matched_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,pct_of_app_match_via_signal_given_matched_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,pct_of_app_match_via_signal_given_matched_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,pct_of_app_match_via_signal_given_matched_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga,pct_of_app_match_via_signal_given_matched_best_piga,best_signal_pamgs,reviews_per_program_best_pamgs,unmatched_applicants_best_pamgs,unfilled_spots_best_pamgs,pct_interview_given_signal_best_pamgs,pct_interview_given_nosignal_best_pamgs,pct_interview_given_application_best_pamgs,pct_of_app_match_via_signal_given_matched_best_pamgs
189,1805,3017,12,40,1.773662551,1212,9,50,0,39,Anesthesiology,9,147.8541798941799,1212.0,0.0,0.7974360107538762,7.71969591668716e-05,0.1794829300629764,1.0,3,638.5185185185184,1212.0,0.0,1.0,0.1129545189870015,0.1794829300629764,1.0,3,638.5185185185184,1212.0,0.0,1.0,0.1129545189870015,0.1794829300629764,1.0,1,638.5185185185184,1215.0,3.0,1.0,0.158444030833822,0.1794829300629764,0.9952827877991391,0,638.5185185185184,1545.74,333.74,0.0,0.1794829300629764,0.1794829300629764,0.0,0,638.5185185185184,1545.74,333.74,0.0,0.1794829300629764,0.1794829300629764,0.0,3,638.5185185185184,1212.0,0.0,1.0,0.1129545189870015,0.1794829300629764,1.0
78,195,286,12,40,1.833333333,91,2,50,0,39,Child Neurology,12,47.35692307692309,91.62,0.62,0.6797435897435896,0.0008891108891108,0.2045454545454545,1.0,4,145.93666666666664,91.0,0.0,0.999597902097902,0.1162062937062937,0.2045454545454545,1.0,4,145.93666666666664,91.0,0.0,0.999597902097902,0.1162062937062937,0.2045454545454545,1.0,1,146.66666666666666,96.56,5.56,1.0,0.1841491841491842,0.2045454545454545,0.9132910968654224,0,146.66666666666666,153.46,62.46,0.0,0.2045454545454545,0.2045454545454545,0.0,0,146.66666666666666,153.46,62.46,0.0,0.2045454545454545,0.2045454545454545,0.0,4,145.93666666666664,91.0,0.0,0.999597902097902,0.1162062937062937,0.2045454545454545,1.0
14,30,299,12,14,10.67857143,269,2,50,0,13,Dermatology,2,48.42,269.0,0.0,0.6003678929765887,0.000273132664437,0.0860009555661729,1.0,1,220.0314285714286,269.0,0.0,0.9634113712374582,0.0185078466683817,0.0860009555661729,1.0,1,220.0314285714286,269.0,0.0,0.9634113712374582,0.0185078466683817,0.0860009555661729,1.0,1,220.0314285714286,269.0,0.0,0.9634113712374582,0.0185078466683817,0.0860009555661729,1.0,0,299.0,273.96,4.96,0.0,0.0860009555661729,0.0860009555661729,0.0,0,299.0,273.96,4.96,0.0,0.0860009555661729,0.0860009555661729,0.0,1,220.0314285714286,269.0,0.0,0.9634113712374582,0.0185078466683817,0.0860009555661729,1.0
292,3068,3753,12,40,1.285273973,685,10,50,0,39,Emergency Medicine,12,159.18150684931507,685.16,0.16,0.8170810018651745,0.000170720566404,0.2452438049560351,1.0,4,514.1095890410959,685.0,0.0,1.0,0.1613820055067057,0.2452438049560351,1.0,4,514.1095890410959,685.0,0.0,1.0,0.1613820055067057,0.2452438049560351,1.0,1,514.1095890410959,722.8,37.8,1.0,0.2258910820061899,0.2452438049560351,0.9631272239793128,0,514.1095890410959,1262.64,577.64,0.0,0.2452438049560351,0.2452438049560351,0.0,0,514.1095890410959,1262.64,577.64,0.0,0.2452438049560351,0.2452438049560351,0.0,4,514.1095890410959,685.0,0.0,1.0,0.1613820055067057,0.2452438049560351,1.0
817,5357,7337,12,40,1.496736026,1980,6,50,0,39,Family Medicine,11,107.6247246022032,1981.58,1.58,0.7950036551971948,0.0005716890770915,0.2190404797601199,1.0,4,359.2166462668298,1980.0,0.0,1.0,0.1322671997334666,0.2190404797601199,1.0,4,359.2166462668298,1980.0,0.0,1.0,0.1322671997334666,0.2190404797601199,1.0,1,359.2166462668298,2038.12,58.12,1.0,0.1990158766770461,0.2190404797601199,0.9623427458174018,0,359.2166462668298,2965.3,985.3,0.0,0.2190404797601199,0.2190404797601199,0.0,0,359.2166462668298,2965.3,985.3,0.0,0.2190404797601199,0.2190404797601199,0.0,4,359.2166462668298,1980.0,0.0,1.0,0.1322671997334666,0.2190404797601199,1.0
758,10941,17131,12,40,1.614304561,6190,14,50,0,39,Internal Medicine (Categorical),9,217.3688654353562,6190.0,0.0,0.8509920287458086,0.0001636346860341,0.1916000233494834,1.0,3,904.0105540897098,6190.0,0.0,1.0,0.1260540792967388,0.1916000233494834,0.9999872040946898,3,904.0105540897098,6190.0,0.0,1.0,0.1260540792967388,0.1916000233494834,0.9999872040946898,1,904.0105540897098,6200.16,10.16,1.0,0.1708718188199829,0.1916000233494834,0.997065311565406,0,904.0105540897098,8218.58,2028.58,0.0,0.1916000233494834,0.1916000233494834,0.0,0,904.0105540897098,8218.58,2028.58,0.0,0.1916000233494834,0.1916000233494834,0.0,4,904.0105540897098,6190.0,0.0,1.0,0.1017778037216482,0.1916000233494834,1.0
13,34,110,12,13,4.230769231,76,2,50,0,12,Medicine-Emergency Med,5,55.94307692307692,76.0,0.0,0.7316727272727271,0.006340909090909,0.2853146853146853,1.0,1,110.0,76.0,0.0,1.0,0.2257575757575758,0.2853146853146853,0.9988235294117648,1,110.0,76.0,0.0,1.0,0.2257575757575758,0.2853146853146853,0.9988235294117648,1,110.0,76.0,0.0,1.0,0.2257575757575758,0.2853146853146853,0.9988235294117648,0,110.0,79.04,3.04,0.0,0.2853146853146853,0.2853146853146853,0.0,0,110.0,79.04,3.04,0.0,0.2853146853146853,0.2853146853146853,0.0,2,110.0,76.0,0.0,1.0,0.1553719008264462,0.2853146853146853,1.0
79,398,599,12,40,1.516455696,201,5,50,0,39,Medicine-Pediatrics,10,81.88481012658227,201.0,0.0,0.7961068447412353,0.0004073455759599,0.1993322203672787,1.0,4,303.29113924050625,201.0,0.0,1.0,0.1103691337414209,0.1993322203672787,1.0,4,303.29113924050625,201.0,0.0,1.0,0.1103691337414209,0.1993322203672787,1.0,1,303.29113924050625,205.62,4.62,1.0,0.1788022772997731,0.1993322203672787,0.9720321044484048,0,303.29113924050625,331.46,130.46,0.0,0.1993322203672787,0.1993322203672787,0.0,0,303.29113924050625,331.46,130.46,0.0,0.1993322203672787,0.1993322203672787,0.0,4,303.29113924050625,201.0,0.0,1.0,0.1103691337414209,0.1993322203672787,1.0
329,1600,5964,12,40,4.531914894,4364,4,50,0,39,Medicine-Preliminary (PGY-1 Only),5,90.7952583586626,4364.0,0.0,0.6438591549295773,5.748778384593274e-07,0.0804828973843058,1.0,1,725.1063829787234,4364.0,0.0,1.0,0.0569055357787752,0.0804828973843058,0.9999875,1,725.1063829787234,4364.0,0.0,1.0,0.0569055357787752,0.0804828973843058,0.9999875,1,725.1063829787234,4364.0,0.0,1.0,0.0569055357787752,0.0804828973843058,0.9999875,0,725.1063829787234,4657.62,293.62,0.0,0.0804828973843058,0.0804828973843058,0.0,0,725.1063829787234,4657.62,293.62,0.0,0.0804828973843058,0.0804828973843058,0.0,2,721.7504559270517,4364.0,0.0,0.9997568745808182,0.0321000564792262,0.0804828973843058,1.0
91,411,2134,12,40,5.862637363,1723,4,50,0,39,Medicine-Primary,4,93.8021978021978,1723.0,0.0,0.577788191190253,0.0,0.0577788191190253,1.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0,0,938.021978021978,1844.98,121.98,0.0,0.0577788191190253,0.0577788191190253,0.0,0,938.021978021978,1844.98,121.98,0.0,0.0577788191190253,0.0577788191190253,0.0,1,938.021978021978,1723.0,0.0,1.0,0.0336193016605387,0.0577788191190253,1.0
