Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,3234.0,917.0,864.0,849.0,858.0,985.0,1261.0,1489.0,1731.0,1907.0,2059.0,2144.0,2286.0,2406.0,2472.0,2576.0,2631.0,2700.0,2753.0,2801.0,2844.0,2871.0,2943.0,2952.0,2988.0,3017.0,3035.0,3075.0,3101.0,3099.0,3136.0,3152.0,3175.0,3169.0
unmatched_applicants,3226.0,895.0,876.0,853.0,872.0,1001.0,1229.0,1475.0,1739.0,1878.0,2067.0,2211.0,2300.0,2413.0,2500.0,2571.0,2605.0,2685.0,2748.0,2782.0,2823.0,2888.0,2912.0,2953.0,2983.0,3015.0,3034.0,3062.0,3094.0,3114.0,3127.0,3146.0,3165.0,3182.0
unmatched_applicants,3232.0,924.0,880.0,855.0,866.0,990.0,1213.0,1510.0,1710.0,1903.0,2070.0,2201.0,2306.0,2429.0,2499.0,2571.0,2654.0,2702.0,2735.0,2795.0,2856.0,2866.0,2917.0,2933.0,3002.0,3027.0,3032.0,3060.0,3074.0,3103.0,3114.0,3130.0,3164.0,3178.0
unmatched_applicants,3221.0,908.0,877.0,850.0,864.0,1023.0,1276.0,1488.0,1709.0,1945.0,2086.0,2207.0,2335.0,2418.0,2502.0,2546.0,2645.0,2695.0,2738.0,2797.0,2858.0,2882.0,2908.0,2966.0,2984.0,3030.0,3041.0,3072.0,3086.0,3107.0,3139.0,3152.0,3152.0,3187.0
unmatched_applicants,3232.0,921.0,881.0,850.0,855.0,1013.0,1241.0,1491.0,1734.0,1914.0,2057.0,2196.0,2291.0,2401.0,2514.0,2577.0,2649.0,2695.0,2738.0,2795.0,2846.0,2875.0,2939.0,2958.0,2986.0,2996.0,3044.0,3076.0,3080.0,3118.0,3136.0,3162.0,3162.0,3184.0
unmatched_applicants,3237.0,935.0,887.0,845.0,869.0,999.0,1225.0,1484.0,1711.0,1920.0,2050.0,2188.0,2325.0,2428.0,2488.0,2590.0,2648.0,2682.0,2754.0,2810.0,2849.0,2892.0,2934.0,2960.0,3011.0,3016.0,3054.0,3063.0,3089.0,3121.0,3134.0,3148.0,3170.0,3179.0
unmatched_applicants,3215.0,915.0,885.0,851.0,847.0,985.0,1274.0,1512.0,1706.0,1897.0,2086.0,2181.0,2292.0,2395.0,2479.0,2573.0,2618.0,2699.0,2748.0,2804.0,2840.0,2895.0,2915.0,2952.0,2982.0,2998.0,3055.0,3069.0,3112.0,3121.0,3120.0,3142.0,3164.0,3181.0
unmatched_applicants,3218.0,939.0,876.0,857.0,863.0,969.0,1243.0,1501.0,1712.0,1886.0,2072.0,2194.0,2300.0,2428.0,2494.0,2567.0,2663.0,2701.0,2755.0,2795.0,2831.0,2892.0,2927.0,2973.0,3001.0,3003.0,3038.0,3072.0,3091.0,3101.0,3135.0,3150.0,3172.0,3182.0
unmatched_applicants,3240.0,899.0,902.0,855.0,852.0,1004.0,1278.0,1522.0,1761.0,1895.0,2070.0,2220.0,2296.0,2425.0,2490.0,2563.0,2644.0,2717.0,2753.0,2802.0,2858.0,2867.0,2918.0,2958.0,2986.0,3022.0,3042.0,3061.0,3081.0,3108.0,3134.0,3173.0,3155.0,3185.0
unmatched_applicants,3227.0,953.0,892.0,840.0,848.0,998.0,1232.0,1468.0,1721.0,1900.0,2051.0,2175.0,2328.0,2405.0,2501.0,2577.0,2636.0,2686.0,2765.0,2790.0,2855.0,2883.0,2910.0,2965.0,2984.0,3002.0,3042.0,3056.0,3094.0,3114.0,3129.0,3143.0,3163.0,3185.0
