Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,1901.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1730.0,1741.0,1732.0,1754.0,1774.0,1771.0,1778.0,1790.0,1808.0,1821.0,1827.0,1833.0,1833.0,1851.0,1864.0,1871.0,1878.0,1882.0,1885.0
unmatched_applicants,1906.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1725.0,1724.0,1723.0,1726.0,1745.0,1758.0,1754.0,1774.0,1783.0,1799.0,1810.0,1813.0,1826.0,1831.0,1849.0,1872.0,1868.0,1873.0,1881.0,1887.0,1892.0
unmatched_applicants,1903.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1724.0,1723.0,1727.0,1729.0,1738.0,1770.0,1768.0,1763.0,1775.0,1798.0,1809.0,1821.0,1831.0,1837.0,1841.0,1862.0,1852.0,1866.0,1883.0,1886.0,1900.0
unmatched_applicants,1895.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1725.0,1730.0,1733.0,1734.0,1760.0,1765.0,1769.0,1780.0,1787.0,1801.0,1812.0,1825.0,1839.0,1845.0,1864.0,1871.0,1867.0,1878.0,1890.0,1901.0
unmatched_applicants,1901.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1725.0,1727.0,1729.0,1739.0,1739.0,1763.0,1759.0,1766.0,1788.0,1807.0,1801.0,1811.0,1835.0,1835.0,1849.0,1848.0,1862.0,1868.0,1874.0,1877.0,1902.0
unmatched_applicants,1901.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1725.0,1725.0,1725.0,1731.0,1744.0,1755.0,1768.0,1762.0,1769.0,1787.0,1797.0,1817.0,1820.0,1838.0,1837.0,1848.0,1861.0,1869.0,1884.0,1880.0,1891.0
unmatched_applicants,1896.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1725.0,1723.0,1725.0,1732.0,1738.0,1740.0,1754.0,1762.0,1776.0,1793.0,1802.0,1802.0,1815.0,1827.0,1841.0,1850.0,1854.0,1859.0,1867.0,1884.0,1887.0,1899.0
unmatched_applicants,1897.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1726.0,1729.0,1728.0,1731.0,1737.0,1745.0,1761.0,1784.0,1778.0,1784.0,1813.0,1819.0,1822.0,1833.0,1838.0,1862.0,1869.0,1871.0,1879.0,1883.0,1889.0
unmatched_applicants,1900.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1729.0,1730.0,1734.0,1741.0,1742.0,1758.0,1775.0,1786.0,1791.0,1805.0,1821.0,1822.0,1828.0,1834.0,1857.0,1872.0,1865.0,1880.0,1880.0,1893.0
unmatched_applicants,1893.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1723.0,1725.0,1724.0,1731.0,1736.0,1759.0,1753.0,1782.0,1778.0,1787.0,1809.0,1815.0,1831.0,1841.0,1850.0,1856.0,1865.0,1871.0,1881.0,1886.0,1897.0
unfilled_spots,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,9.0,31.0,51.0,48.0,55.0,67.0,85.0,98.0,104.0,110.0,110.0,128.0,141.0,148.0,155.0,159.0,162.0
unfilled_spots,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,22.0,35.0,31.0,51.0,60.0,76.0,87.0,90.0,103.0,108.0,126.0,149.0,145.0,150.0,158.0,164.0,169.0
unfilled_spots,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,15.0,47.0,45.0,40.0,52.0,75.0,86.0,98.0,108.0,114.0,118.0,139.0,129.0,143.0,160.0,163.0,177.0
unfilled_spots,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,10.0,11.0,37.0,42.0,46.0,57.0,64.0,78.0,89.0,102.0,116.0,122.0,141.0,148.0,144.0,155.0,167.0,178.0
unfilled_spots,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,16.0,16.0,40.0,36.0,43.0,65.0,84.0,78.0,88.0,112.0,112.0,126.0,125.0,139.0,145.0,151.0,154.0,179.0
unfilled_spots,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,21.0,32.0,45.0,39.0,46.0,64.0,74.0,94.0,97.0,115.0,114.0,125.0,138.0,146.0,161.0,157.0,168.0
unfilled_spots,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,15.0,17.0,31.0,39.0,53.0,70.0,79.0,79.0,92.0,104.0,118.0,127.0,131.0,136.0,144.0,161.0,164.0,176.0
unfilled_spots,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,8.0,14.0,22.0,38.0,61.0,55.0,61.0,90.0,96.0,99.0,110.0,115.0,139.0,146.0,148.0,156.0,160.0,166.0
unfilled_spots,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,11.0,18.0,19.0,35.0,52.0,63.0,68.0,82.0,98.0,99.0,105.0,111.0,134.0,149.0,142.0,157.0,157.0,170.0
unfilled_spots,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,13.0,36.0,30.0,59.0,55.0,64.0,86.0,92.0,108.0,118.0,127.0,133.0,142.0,148.0,158.0,163.0,174.0
reviews_per_program,750.4175824175824,750.4175824175824,750.4175824175824,340.34065934065933,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033
reviews_per_program,750.4175824175824,750.4175824175824,734.945054945055,340.6703296703297,101.10989010989012,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033
reviews_per_program,750.4175824175824,750.4175824175824,719.5384615384615,348.5824175824176,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033
reviews_per_program,750.4175824175824,750.4175824175824,743.0439560439561,376.010989010989,108.52747252747253,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033
reviews_per_program,750.4175824175824,750.4175824175824,742.9120879120879,354.27472527472526,100.95604395604396,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033
reviews_per_program,750.4175824175824,750.4175824175824,742.7472527472528,347.14285714285717,108.67032967032966,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033
reviews_per_program,750.4175824175824,750.4175824175824,735.3516483516484,338.9340659340659,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033
