Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,2660.0,1306.0,1269.0,1258.0,1258.0,1258.0,1260.0,1266.0,1297.0,1342.0,1435.0,1538.0,1608.0,1712.0,1798.0,1874.0,1940.0,1999.0,2077.0,2142.0,2190.0,2218.0,2280.0,2311.0,2316.0,2384.0,2412.0,2449.0,2467.0,2492.0,2523.0,2551.0,2556.0,2586.0,2602.0,2616.0
unmatched_applicants,2673.0,1277.0,1262.0,1259.0,1258.0,1258.0,1258.0,1264.0,1299.0,1357.0,1455.0,1525.0,1620.0,1710.0,1813.0,1900.0,1958.0,2008.0,2089.0,2122.0,2179.0,2225.0,2260.0,2302.0,2349.0,2356.0,2431.0,2442.0,2464.0,2487.0,2523.0,2540.0,2557.0,2563.0,2607.0,2614.0
unmatched_applicants,2669.0,1288.0,1259.0,1259.0,1258.0,1258.0,1260.0,1273.0,1301.0,1362.0,1447.0,1535.0,1644.0,1703.0,1822.0,1900.0,1946.0,2020.0,2079.0,2125.0,2192.0,2235.0,2261.0,2308.0,2335.0,2400.0,2412.0,2436.0,2474.0,2485.0,2522.0,2531.0,2565.0,2577.0,2585.0,2608.0
unmatched_applicants,2660.0,1287.0,1268.0,1258.0,1258.0,1258.0,1259.0,1265.0,1287.0,1347.0,1417.0,1545.0,1617.0,1710.0,1805.0,1894.0,1945.0,2021.0,2062.0,2139.0,2192.0,2244.0,2284.0,2307.0,2349.0,2371.0,2423.0,2437.0,2457.0,2495.0,2524.0,2535.0,2549.0,2568.0,2598.0,2621.0
unmatched_applicants,2669.0,1297.0,1264.0,1259.0,1258.0,1258.0,1258.0,1265.0,1308.0,1352.0,1463.0,1556.0,1650.0,1732.0,1790.0,1882.0,1962.0,2021.0,2070.0,2125.0,2164.0,2233.0,2278.0,2306.0,2330.0,2373.0,2398.0,2436.0,2459.0,2495.0,2495.0,2523.0,2553.0,2586.0,2584.0,2617.0
unmatched_applicants,2676.0,1280.0,1264.0,1258.0,1258.0,1258.0,1258.0,1262.0,1289.0,1344.0,1469.0,1542.0,1635.0,1707.0,1815.0,1869.0,1960.0,2020.0,2084.0,2146.0,2157.0,2248.0,2283.0,2303.0,2345.0,2385.0,2394.0,2439.0,2458.0,2493.0,2495.0,2524.0,2581.0,2571.0,2599.0,2623.0
unmatched_applicants,2662.0,1285.0,1264.0,1258.0,1258.0,1258.0,1259.0,1269.0,1302.0,1345.0,1423.0,1535.0,1628.0,1718.0,1786.0,1880.0,1954.0,2008.0,2077.0,2101.0,2177.0,2224.0,2253.0,2310.0,2347.0,2379.0,2387.0,2440.0,2455.0,2480.0,2523.0,2538.0,2554.0,2590.0,2594.0,2600.0
unmatched_applicants,2651.0,1294.0,1260.0,1260.0,1258.0,1258.0,1258.0,1260.0,1288.0,1369.0,1440.0,1523.0,1644.0,1693.0,1809.0,1883.0,1956.0,2003.0,2085.0,2138.0,2176.0,2230.0,2271.0,2302.0,2352.0,2377.0,2395.0,2436.0,2469.0,2486.0,2508.0,2534.0,2562.0,2575.0,2599.0,2618.0
unmatched_applicants,2663.0,1314.0,1266.0,1259.0,1258.0,1258.0,1259.0,1266.0,1301.0,1355.0,1438.0,1526.0,1635.0,1736.0,1812.0,1876.0,1974.0,2022.0,2071.0,2138.0,2198.0,2234.0,2270.0,2289.0,2344.0,2375.0,2407.0,2436.0,2463.0,2476.0,2497.0,2533.0,2582.0,2578.0,2599.0,2618.0
unmatched_applicants,2654.0,1275.0,1267.0,1263.0,1258.0,1258.0,1259.0,1264.0,1296.0,1351.0,1464.0,1543.0,1616.0,1702.0,1820.0,1903.0,1922.0,2010.0,2063.0,2117.0,2176.0,2226.0,2273.0,2300.0,2349.0,2384.0,2397.0,2437.0,2475.0,2513.0,2521.0,2529.0,2562.0,2584.0,2606.0,2625.0
