Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,1922.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1771.0,1770.0,1770.0,1779.0,1782.0,1788.0,1805.0,1800.0,1802.0,1821.0,1833.0,1850.0,1859.0,1861.0,1875.0,1870.0,1877.0,1892.0,1899.0,1907.0,1905.0
unmatched_applicants,1917.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1771.0,1770.0,1770.0,1778.0,1780.0,1791.0,1796.0,1807.0,1811.0,1838.0,1834.0,1845.0,1860.0,1864.0,1864.0,1874.0,1886.0,1888.0,1890.0,1903.0,1903.0
unmatched_applicants,1920.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1775.0,1777.0,1787.0,1798.0,1813.0,1812.0,1826.0,1834.0,1833.0,1851.0,1854.0,1863.0,1866.0,1876.0,1895.0,1893.0,1894.0,1905.0
unmatched_applicants,1922.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1774.0,1773.0,1770.0,1776.0,1779.0,1797.0,1805.0,1807.0,1809.0,1817.0,1832.0,1844.0,1847.0,1853.0,1857.0,1873.0,1878.0,1888.0,1898.0,1900.0,1906.0
unmatched_applicants,1921.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1773.0,1782.0,1795.0,1803.0,1806.0,1817.0,1824.0,1836.0,1832.0,1854.0,1846.0,1865.0,1873.0,1879.0,1884.0,1890.0,1893.0,1895.0
unmatched_applicants,1923.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1773.0,1780.0,1778.0,1791.0,1790.0,1801.0,1825.0,1827.0,1831.0,1842.0,1856.0,1860.0,1867.0,1873.0,1879.0,1888.0,1898.0,1898.0,1904.0
unmatched_applicants,1921.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1773.0,1776.0,1773.0,1785.0,1803.0,1813.0,1812.0,1817.0,1837.0,1836.0,1853.0,1857.0,1864.0,1878.0,1880.0,1884.0,1896.0,1897.0,1906.0
unmatched_applicants,1920.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1771.0,1770.0,1772.0,1775.0,1784.0,1789.0,1797.0,1807.0,1813.0,1818.0,1833.0,1843.0,1857.0,1851.0,1867.0,1864.0,1880.0,1891.0,1893.0,1903.0,1906.0
unmatched_applicants,1921.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1773.0,1774.0,1781.0,1780.0,1789.0,1799.0,1809.0,1813.0,1831.0,1833.0,1841.0,1855.0,1864.0,1864.0,1870.0,1881.0,1890.0,1895.0,1901.0,1907.0
unmatched_applicants,1920.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1771.0,1770.0,1775.0,1787.0,1791.0,1796.0,1808.0,1822.0,1821.0,1833.0,1840.0,1846.0,1853.0,1863.0,1869.0,1882.0,1891.0,1890.0,1897.0,1904.0
unfilled_spots,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,12.0,18.0,35.0,30.0,32.0,51.0,63.0,80.0,89.0,91.0,105.0,100.0,107.0,122.0,129.0,137.0,135.0
unfilled_spots,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,10.0,21.0,26.0,37.0,41.0,68.0,64.0,75.0,90.0,94.0,94.0,104.0,116.0,118.0,120.0,133.0,133.0
unfilled_spots,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,17.0,28.0,43.0,42.0,56.0,64.0,63.0,81.0,84.0,93.0,96.0,106.0,125.0,123.0,124.0,135.0
unfilled_spots,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,9.0,27.0,35.0,37.0,39.0,47.0,62.0,74.0,77.0,83.0,87.0,103.0,108.0,118.0,128.0,130.0,136.0
unfilled_spots,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,25.0,33.0,36.0,47.0,54.0,66.0,62.0,84.0,76.0,95.0,103.0,109.0,114.0,120.0,123.0,125.0
unfilled_spots,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,8.0,21.0,20.0,31.0,55.0,57.0,61.0,72.0,86.0,90.0,97.0,103.0,109.0,118.0,128.0,128.0,134.0
unfilled_spots,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,15.0,33.0,43.0,42.0,47.0,67.0,66.0,83.0,87.0,94.0,108.0,110.0,114.0,126.0,127.0,136.0
unfilled_spots,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,14.0,19.0,27.0,37.0,43.0,48.0,63.0,73.0,87.0,81.0,97.0,94.0,110.0,121.0,123.0,133.0,136.0
unfilled_spots,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,10.0,19.0,29.0,39.0,43.0,61.0,63.0,71.0,85.0,94.0,94.0,100.0,111.0,120.0,125.0,131.0,137.0
unfilled_spots,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,17.0,21.0,26.0,38.0,52.0,51.0,63.0,70.0,76.0,83.0,93.0,99.0,112.0,121.0,120.0,127.0,134.0
reviews_per_program,914.5714285714286,914.5714285714286,914.5714285714286,831.6373626373627,147.41758241758242,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033,750.4175824175824,773.8681318681319,797.3186813186813,820.7692307692307,844.2197802197802
reviews_per_program,914.5714285714286,914.5714285714286,914.5714285714286,821.8351648351648,146.73626373626374,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352,656.6153846153846,680.065934065934,703.5164835164835,726.967032967033,750.4175824175824,773.8681318681319,797.3186813186813,820.7692307692307,844.2197802197802
