Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,2406.0,1230.0,1215.0,1212.0,1212.0,1212.0,1214.0,1231.0,1286.0,1362.0,1506.0,1584.0,1679.0,1784.0,1856.0,1876.0,1968.0,2031.0,2074.0,2109.0,2179.0,2195.0,2234.0,2250.0,2280.0,2331.0,2345.0,2362.0,2378.0
unmatched_applicants,2422.0,1227.0,1213.0,1212.0,1212.0,1212.0,1215.0,1222.0,1296.0,1387.0,1484.0,1582.0,1691.0,1775.0,1833.0,1907.0,1966.0,2001.0,2085.0,2132.0,2180.0,2210.0,2224.0,2267.0,2279.0,2332.0,2342.0,2365.0,2403.0
unmatched_applicants,2406.0,1219.0,1213.0,1212.0,1212.0,1212.0,1212.0,1230.0,1291.0,1372.0,1490.0,1585.0,1662.0,1787.0,1850.0,1912.0,1959.0,2015.0,2068.0,2114.0,2159.0,2182.0,2240.0,2260.0,2293.0,2317.0,2369.0,2375.0,2405.0
unmatched_applicants,2422.0,1221.0,1214.0,1212.0,1212.0,1212.0,1216.0,1232.0,1292.0,1391.0,1488.0,1589.0,1681.0,1782.0,1832.0,1886.0,1963.0,2024.0,2073.0,2124.0,2142.0,2191.0,2223.0,2268.0,2285.0,2315.0,2330.0,2382.0,2392.0
unmatched_applicants,2417.0,1232.0,1212.0,1212.0,1212.0,1212.0,1212.0,1220.0,1289.0,1396.0,1499.0,1572.0,1691.0,1769.0,1813.0,1915.0,1981.0,2036.0,2064.0,2124.0,2162.0,2191.0,2240.0,2251.0,2293.0,2323.0,2338.0,2370.0,2372.0
unmatched_applicants,2417.0,1232.0,1212.0,1212.0,1212.0,1212.0,1212.0,1235.0,1300.0,1392.0,1497.0,1634.0,1673.0,1763.0,1822.0,1896.0,1965.0,1991.0,2069.0,2133.0,2171.0,2187.0,2235.0,2250.0,2304.0,2298.0,2333.0,2363.0,2388.0
unmatched_applicants,2406.0,1221.0,1212.0,1212.0,1212.0,1212.0,1214.0,1228.0,1305.0,1379.0,1498.0,1593.0,1696.0,1757.0,1847.0,1873.0,1956.0,2038.0,2092.0,2119.0,2175.0,2208.0,2243.0,2264.0,2288.0,2333.0,2339.0,2372.0,2404.0
unmatched_applicants,2398.0,1223.0,1212.0,1212.0,1212.0,1212.0,1216.0,1232.0,1284.0,1350.0,1459.0,1605.0,1676.0,1773.0,1828.0,1899.0,1953.0,2030.0,2083.0,2118.0,2158.0,2196.0,2233.0,2270.0,2276.0,2335.0,2331.0,2365.0,2402.0
unmatched_applicants,2398.0,1219.0,1212.0,1212.0,1212.0,1212.0,1213.0,1235.0,1300.0,1405.0,1510.0,1580.0,1667.0,1778.0,1844.0,1906.0,1960.0,2004.0,2064.0,2111.0,2160.0,2194.0,2238.0,2262.0,2288.0,2313.0,2352.0,2378.0,2391.0
unmatched_applicants,2409.0,1227.0,1214.0,1212.0,1212.0,1212.0,1212.0,1246.0,1299.0,1419.0,1509.0,1586.0,1687.0,1768.0,1824.0,1908.0,1983.0,2019.0,2065.0,2114.0,2156.0,2203.0,2224.0,2252.0,2292.0,2318.0,2352.0,2376.0,2389.0
unfilled_spots,1194.0,18.0,3.0,0.0,0.0,0.0,2.0,19.0,74.0,150.0,294.0,372.0,467.0,572.0,644.0,664.0,756.0,819.0,862.0,897.0,967.0,983.0,1022.0,1038.0,1068.0,1119.0,1133.0,1150.0,1166.0
