Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
unmatched_applicants,1047.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,973.0,982.0,985.0,982.0,994.0,1000.0,1004.0,1011.0,1014.0,1014.0,1016.0,1027.0,1028.0,1027.0,1035.0,1034.0,1041.0
unmatched_applicants,1048.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,975.0,977.0,984.0,989.0,996.0,998.0,1005.0,1009.0,1008.0,1015.0,1022.0,1022.0,1028.0,1028.0,1037.0,1035.0,1038.0
unmatched_applicants,1047.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,972.0,971.0,979.0,980.0,987.0,998.0,993.0,1005.0,1006.0,1009.0,1018.0,1019.0,1023.0,1026.0,1033.0,1034.0,1034.0,1041.0
unmatched_applicants,1047.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,973.0,980.0,983.0,991.0,988.0,999.0,1005.0,1007.0,1015.0,1015.0,1023.0,1022.0,1025.0,1029.0,1035.0,1034.0,1038.0
unmatched_applicants,1048.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,972.0,977.0,986.0,987.0,990.0,1000.0,1004.0,1005.0,1014.0,1014.0,1015.0,1024.0,1027.0,1030.0,1035.0,1033.0,1039.0
unmatched_applicants,1046.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,970.0,973.0,983.0,987.0,985.0,990.0,1001.0,1003.0,1003.0,1007.0,1017.0,1017.0,1025.0,1030.0,1026.0,1035.0,1035.0,1039.0
unmatched_applicants,1048.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,969.0,974.0,977.0,979.0,989.0,995.0,994.0,1002.0,1008.0,1013.0,1013.0,1022.0,1026.0,1030.0,1027.0,1030.0,1035.0,1041.0
unmatched_applicants,1045.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,970.0,975.0,979.0,981.0,989.0,989.0,995.0,1001.0,1009.0,1009.0,1014.0,1020.0,1020.0,1027.0,1024.0,1036.0,1037.0,1040.0
unmatched_applicants,1046.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,977.0,980.0,988.0,990.0,989.0,998.0,1002.0,1006.0,1012.0,1017.0,1017.0,1024.0,1026.0,1031.0,1031.0,1033.0,1038.0
unmatched_applicants,1046.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,969.0,974.0,978.0,989.0,990.0,995.0,1002.0,1002.0,1006.0,1015.0,1019.0,1022.0,1023.0,1023.0,1031.0,1029.0,1037.0,1040.0
unfilled_spots,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,14.0,17.0,14.0,26.0,32.0,36.0,43.0,46.0,46.0,48.0,59.0,60.0,59.0,67.0,66.0,73.0
unfilled_spots,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,16.0,21.0,28.0,30.0,37.0,41.0,40.0,47.0,54.0,54.0,60.0,60.0,69.0,67.0,70.0
unfilled_spots,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,11.0,12.0,19.0,30.0,25.0,37.0,38.0,41.0,50.0,51.0,55.0,58.0,65.0,66.0,66.0,73.0
unfilled_spots,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,15.0,23.0,20.0,31.0,37.0,39.0,47.0,47.0,55.0,54.0,57.0,61.0,67.0,66.0,70.0
unfilled_spots,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,18.0,19.0,22.0,32.0,36.0,37.0,46.0,46.0,47.0,56.0,59.0,62.0,67.0,65.0,71.0
unfilled_spots,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,15.0,19.0,17.0,22.0,33.0,35.0,35.0,39.0,49.0,49.0,57.0,62.0,58.0,67.0,67.0,71.0
unfilled_spots,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0,11.0,21.0,27.0,26.0,34.0,40.0,45.0,45.0,54.0,58.0,62.0,59.0,62.0,67.0,73.0
unfilled_spots,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,13.0,21.0,21.0,27.0,33.0,41.0,41.0,46.0,52.0,52.0,59.0,56.0,68.0,69.0,72.0
unfilled_spots,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,20.0,22.0,21.0,30.0,34.0,38.0,44.0,49.0,49.0,56.0,58.0,63.0,63.0,65.0,70.0
unfilled_spots,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,21.0,22.0,27.0,34.0,34.0,38.0,47.0,51.0,54.0,55.0,55.0,63.0,61.0,69.0,72.0
reviews_per_program,1013.0285714285715,1013.0285714285715,144.65714285714284,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,1013.0285714285715,117.71428571428571,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,1013.0285714285715,117.71428571428571,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,984.9714285714285,90.31428571428572,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,1013.0285714285715,91.2,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,1013.0285714285715,171.94285714285715,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,984.9714285714285,118.22857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,1013.0285714285715,170.5142857142857,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,1013.0285714285715,171.77142857142857,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
reviews_per_program,1013.0285714285715,1013.0285714285715,117.8,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146,379.8857142857143,411.54285714285714,443.2,474.85714285714283,506.51428571428573,538.1714285714286,569.8285714285714,601.4857142857143,633.1428571428571,664.8,696.4571428571429,728.1142857142858,759.7714285714286,791.4285714285714,823.0857142857143,854.7428571428571,886.4,918.0571428571428
pct_interview_given_signal,0.0,1.016245487364621,0.8158844765342961,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
pct_interview_given_signal,0.0,1.0180505415162455,0.8181407942238267,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
pct_interview_given_signal,0.0,1.0171480144404332,0.8203971119133574,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
pct_interview_given_signal,0.0,1.016245487364621,0.8199458483754513,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
pct_interview_given_signal,0.0,1.0153429602888087,0.819043321299639,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
pct_interview_given_signal,0.0,1.0180505415162455,0.8158844765342961,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
pct_interview_given_signal,0.0,1.0153429602888087,0.8163357400722022,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
pct_interview_given_signal,0.0,1.016245487364621,0.8100180505415162,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
pct_interview_given_signal,0.0,1.0180505415162455,0.8149819494584838,0.5475330926594465,0.41064981949458484,0.3285198555956679,0.27376654632972325,0.23465703971119134,0.20532490974729242,0.18251103088648216,0.16425992779783394,0.14932720708893993,0.13688327316486162,0.1263537906137184,0.11732851985559567,0.1095066185318893,0.10266245487364621,0.09662348693990232,0.09125551544324108,0.08645259357780734,0.08212996389891697,0.07821901323706378,0.07466360354446996,0.07141735991210171,0.06844163658243081,0.06570397111913358,0.0631768953068592,0.06083701029549405,0.058664259927797835,0.056641354413046185
