Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,2933.0,1809.0,1798.0,1797.0,1828.0,1907.0,2021.0,2097.0,2224.0,2310.0,2381.0,2452.0,2493.0,2557.0,2605.0,2638.0,2691.0,2708.0,2738.0,2760.0,2799.0,2806.0,2817.0,2842.0,2876.0,2877.0,2886.0,2902.0
unmatched_applicants,2945.0,1802.0,1797.0,1799.0,1826.0,1889.0,2004.0,2138.0,2201.0,2316.0,2371.0,2462.0,2520.0,2537.0,2593.0,2642.0,2675.0,2695.0,2734.0,2772.0,2785.0,2792.0,2833.0,2837.0,2858.0,2877.0,2882.0,2903.0
unmatched_applicants,2949.0,1805.0,1797.0,1800.0,1830.0,1898.0,2006.0,2119.0,2213.0,2311.0,2371.0,2436.0,2496.0,2542.0,2596.0,2633.0,2673.0,2707.0,2733.0,2758.0,2779.0,2811.0,2804.0,2845.0,2847.0,2874.0,2887.0,2910.0
unmatched_applicants,2944.0,1803.0,1797.0,1797.0,1837.0,1913.0,2022.0,2113.0,2194.0,2311.0,2363.0,2433.0,2485.0,2529.0,2619.0,2643.0,2676.0,2697.0,2739.0,2769.0,2785.0,2804.0,2807.0,2845.0,2861.0,2879.0,2900.0,2912.0
unmatched_applicants,2941.0,1810.0,1798.0,1801.0,1815.0,1893.0,2012.0,2121.0,2192.0,2302.0,2380.0,2448.0,2494.0,2552.0,2615.0,2648.0,2674.0,2705.0,2734.0,2770.0,2778.0,2820.0,2833.0,2848.0,2855.0,2879.0,2895.0,2899.0
unmatched_applicants,2948.0,1807.0,1798.0,1799.0,1825.0,1894.0,2012.0,2109.0,2233.0,2309.0,2382.0,2447.0,2498.0,2563.0,2588.0,2646.0,2661.0,2698.0,2750.0,2773.0,2788.0,2795.0,2823.0,2848.0,2862.0,2869.0,2896.0,2907.0
unmatched_applicants,2948.0,1801.0,1797.0,1797.0,1820.0,1897.0,2004.0,2126.0,2208.0,2296.0,2366.0,2438.0,2498.0,2525.0,2588.0,2642.0,2672.0,2707.0,2741.0,2768.0,2785.0,2799.0,2839.0,2846.0,2856.0,2892.0,2888.0,2911.0
unmatched_applicants,2943.0,1804.0,1797.0,1798.0,1824.0,1874.0,2008.0,2125.0,2191.0,2308.0,2361.0,2454.0,2510.0,2562.0,2603.0,2649.0,2669.0,2712.0,2733.0,2764.0,2786.0,2805.0,2839.0,2851.0,2859.0,2882.0,2896.0,2913.0
unmatched_applicants,2940.0,1800.0,1797.0,1797.0,1829.0,1914.0,2002.0,2121.0,2199.0,2317.0,2393.0,2446.0,2490.0,2566.0,2600.0,2635.0,2668.0,2698.0,2735.0,2771.0,2793.0,2817.0,2838.0,2833.0,2868.0,2866.0,2882.0,2913.0
unmatched_applicants,2939.0,1804.0,1797.0,1800.0,1822.0,1908.0,1997.0,2113.0,2214.0,2316.0,2386.0,2461.0,2493.0,2548.0,2595.0,2643.0,2671.0,2695.0,2728.0,2770.0,2783.0,2812.0,2825.0,2837.0,2869.0,2873.0,2891.0,2900.0
unfilled_spots,1136.0,12.0,1.0,0.0,31.0,110.0,224.0,300.0,427.0,513.0,584.0,655.0,696.0,760.0,808.0,841.0,894.0,911.0,941.0,963.0,1002.0,1009.0,1020.0,1045.0,1079.0,1080.0,1089.0,1105.0
unfilled_spots,1148.0,5.0,0.0,2.0,29.0,92.0,207.0,341.0,404.0,519.0,574.0,665.0,723.0,740.0,796.0,845.0,878.0,898.0,937.0,975.0,988.0,995.0,1036.0,1040.0,1061.0,1080.0,1085.0,1106.0
unfilled_spots,1152.0,8.0,0.0,3.0,33.0,101.0,209.0,322.0,416.0,514.0,574.0,639.0,699.0,745.0,799.0,836.0,876.0,910.0,936.0,961.0,982.0,1014.0,1007.0,1048.0,1050.0,1077.0,1090.0,1113.0
unfilled_spots,1147.0,6.0,0.0,0.0,40.0,116.0,225.0,316.0,397.0,514.0,566.0,636.0,688.0,732.0,822.0,846.0,879.0,900.0,942.0,972.0,988.0,1007.0,1010.0,1048.0,1064.0,1082.0,1103.0,1115.0
unfilled_spots,1144.0,13.0,1.0,4.0,18.0,96.0,215.0,324.0,395.0,505.0,583.0,651.0,697.0,755.0,818.0,851.0,877.0,908.0,937.0,973.0,981.0,1023.0,1036.0,1051.0,1058.0,1082.0,1098.0,1102.0
unfilled_spots,1151.0,10.0,1.0,2.0,28.0,97.0,215.0,312.0,436.0,512.0,585.0,650.0,701.0,766.0,791.0,849.0,864.0,901.0,953.0,976.0,991.0,998.0,1026.0,1051.0,1065.0,1072.0,1099.0,1110.0
unfilled_spots,1151.0,4.0,0.0,0.0,23.0,100.0,207.0,329.0,411.0,499.0,569.0,641.0,701.0,728.0,791.0,845.0,875.0,910.0,944.0,971.0,988.0,1002.0,1042.0,1049.0,1059.0,1095.0,1091.0,1114.0
unfilled_spots,1146.0,7.0,0.0,1.0,27.0,77.0,211.0,328.0,394.0,511.0,564.0,657.0,713.0,765.0,806.0,852.0,872.0,915.0,936.0,967.0,989.0,1008.0,1042.0,1054.0,1062.0,1085.0,1099.0,1116.0
unfilled_spots,1143.0,3.0,0.0,0.0,32.0,117.0,205.0,324.0,402.0,520.0,596.0,649.0,693.0,769.0,803.0,838.0,871.0,901.0,938.0,974.0,996.0,1020.0,1041.0,1036.0,1071.0,1069.0,1085.0,1116.0
unfilled_spots,1142.0,7.0,0.0,3.0,25.0,111.0,200.0,316.0,417.0,519.0,589.0,664.0,696.0,751.0,798.0,846.0,874.0,898.0,931.0,973.0,986.0,1015.0,1028.0,1040.0,1072.0,1076.0,1094.0,1103.0
reviews_per_program,262.9973474801061,262.9973474801061,188.9496021220159,45.729442970822284,35.70026525198939,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548
reviews_per_program,262.9973474801061,262.9973474801061,190.3368700265252,44.92042440318303,35.657824933687,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548
reviews_per_program,262.9973474801061,262.9973474801061,185.0026525198939,49.92042440318303,35.06631299734748,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548
reviews_per_program,262.9973474801061,262.2864721485411,185.15915119363396,47.42175066312998,35.06631299734748,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548
reviews_per_program,262.9973474801061,262.9973474801061,183.82228116710874,56.644562334217504,35.716180371352785,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548
reviews_per_program,262.9973474801061,262.9973474801061,184.92572944297083,43.56763925729443,35.06631299734748,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548
reviews_per_program,262.9973474801061,262.3607427055703,187.29973474801062,52.58355437665782,36.3342175066313,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548
reviews_per_program,262.9973474801061,262.9973474801061,188.11671087533156,45.62068965517241,35.06631299734748,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548
