Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
unmatched_applicants,2163.0,1223.0,1216.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1217.0,1229.0,1222.0,1275.0,1333.0,1396.0,1423.0,1458.0,1532.0,1592.0,1660.0,1670.0,1740.0,1768.0,1826.0,1843.0,1881.0,1928.0,1975.0,1961.0,2017.0,2054.0,2069.0,2086.0,2116.0,2135.0
unmatched_applicants,2174.0,1226.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1218.0,1212.0,1230.0,1272.0,1306.0,1373.0,1448.0,1480.0,1525.0,1589.0,1637.0,1706.0,1732.0,1775.0,1796.0,1848.0,1890.0,1931.0,1947.0,1979.0,2022.0,2006.0,2065.0,2081.0,2126.0,2131.0
unmatched_applicants,2162.0,1217.0,1214.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1228.0,1241.0,1262.0,1319.0,1379.0,1415.0,1488.0,1554.0,1593.0,1627.0,1694.0,1745.0,1771.0,1818.0,1850.0,1905.0,1938.0,1931.0,1985.0,2014.0,2045.0,2081.0,2091.0,2120.0,2147.0
unmatched_applicants,2169.0,1221.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1218.0,1245.0,1283.0,1305.0,1369.0,1429.0,1471.0,1543.0,1610.0,1666.0,1672.0,1751.0,1795.0,1797.0,1841.0,1891.0,1934.0,1960.0,1982.0,2033.0,2050.0,2057.0,2091.0,2116.0,2134.0
unmatched_applicants,2163.0,1220.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1224.0,1232.0,1271.0,1299.0,1378.0,1444.0,1509.0,1522.0,1597.0,1647.0,1671.0,1732.0,1780.0,1807.0,1849.0,1892.0,1934.0,1943.0,1979.0,2023.0,2049.0,2064.0,2089.0,2104.0,2134.0
unmatched_applicants,2178.0,1220.0,1214.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1221.0,1228.0,1250.0,1324.0,1388.0,1435.0,1443.0,1560.0,1605.0,1638.0,1679.0,1747.0,1765.0,1799.0,1887.0,1896.0,1913.0,1958.0,1983.0,2024.0,2033.0,2071.0,2100.0,2119.0,2139.0
unmatched_applicants,2181.0,1221.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1213.0,1212.0,1230.0,1216.0,1273.0,1338.0,1374.0,1449.0,1467.0,1546.0,1607.0,1613.0,1680.0,1743.0,1774.0,1814.0,1844.0,1882.0,1944.0,1964.0,1970.0,2020.0,2063.0,2080.0,2075.0,2114.0,2166.0
unmatched_applicants,2162.0,1229.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1215.0,1222.0,1261.0,1285.0,1300.0,1393.0,1414.0,1484.0,1540.0,1590.0,1644.0,1701.0,1751.0,1791.0,1795.0,1843.0,1882.0,1933.0,1975.0,1988.0,2001.0,2047.0,2073.0,2083.0,2119.0,2141.0
unmatched_applicants,2167.0,1225.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1216.0,1213.0,1246.0,1266.0,1323.0,1372.0,1439.0,1485.0,1539.0,1584.0,1640.0,1697.0,1733.0,1789.0,1824.0,1857.0,1921.0,1925.0,1954.0,2000.0,2028.0,2030.0,2081.0,2113.0,2116.0,2145.0
unmatched_applicants,2176.0,1218.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1212.0,1217.0,1252.0,1265.0,1309.0,1361.0,1412.0,1481.0,1543.0,1600.0,1628.0,1671.0,1742.0,1762.0,1791.0,1859.0,1879.0,1924.0,1956.0,1994.0,2021.0,2048.0,2064.0,2098.0,2139.0,2130.0
unfilled_spots,951.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,10.0,63.0,121.0,184.0,211.0,246.0,320.0,380.0,448.0,458.0,528.0,556.0,614.0,631.0,669.0,716.0,763.0,749.0,805.0,842.0,857.0,874.0,904.0,923.0
unfilled_spots,962.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,60.0,94.0,161.0,236.0,268.0,313.0,377.0,425.0,494.0,520.0,563.0,584.0,636.0,678.0,719.0,735.0,767.0,810.0,794.0,853.0,869.0,914.0,919.0
unfilled_spots,950.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,50.0,107.0,167.0,203.0,276.0,342.0,381.0,415.0,482.0,533.0,559.0,606.0,638.0,693.0,726.0,719.0,773.0,802.0,833.0,869.0,879.0,908.0,935.0
unfilled_spots,957.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,71.0,93.0,157.0,217.0,259.0,331.0,398.0,454.0,460.0,539.0,583.0,585.0,629.0,679.0,722.0,748.0,770.0,821.0,838.0,845.0,879.0,904.0,922.0
unfilled_spots,951.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,59.0,87.0,166.0,232.0,297.0,310.0,385.0,435.0,459.0,520.0,568.0,595.0,637.0,680.0,722.0,731.0,767.0,811.0,837.0,852.0,877.0,892.0,922.0
unfilled_spots,966.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,38.0,112.0,176.0,223.0,231.0,348.0,393.0,426.0,467.0,535.0,553.0,587.0,675.0,684.0,701.0,746.0,771.0,812.0,821.0,859.0,888.0,907.0,927.0
unfilled_spots,969.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,4.0,61.0,126.0,162.0,237.0,255.0,334.0,395.0,401.0,468.0,531.0,562.0,602.0,632.0,670.0,732.0,752.0,758.0,808.0,851.0,868.0,863.0,902.0,954.0
unfilled_spots,950.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,49.0,73.0,88.0,181.0,202.0,272.0,328.0,378.0,432.0,489.0,539.0,579.0,583.0,631.0,670.0,721.0,763.0,776.0,789.0,835.0,861.0,871.0,907.0,929.0
unfilled_spots,955.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,34.0,54.0,111.0,160.0,227.0,273.0,327.0,372.0,428.0,485.0,521.0,577.0,612.0,645.0,709.0,713.0,742.0,788.0,816.0,818.0,869.0,901.0,904.0,933.0
unfilled_spots,964.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,53.0,97.0,149.0,200.0,269.0,331.0,388.0,416.0,459.0,530.0,550.0,579.0,647.0,667.0,712.0,744.0,782.0,809.0,836.0,852.0,886.0,927.0,918.0
reviews_per_program,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,607.1058201058202,484.23280423280426,286.1904761904762,209.07407407407408,191.55555555555554,207.5185185185185,223.4814814814815,239.44444444444446,255.40740740740742,271.3703703703704,287.3333333333333,303.2962962962963,319.25925925925924,335.22222222222223,351.18518518518516,367.14814814814815,383.1111111111111,399.0740740740741,415.037037037037,431.0,446.962962962963,462.9259259259259,478.8888888888889,494.85185185185185,510.81481481481484,526.7777777777778,542.7407407407408,558.7037037037037,574.6666666666666,590.6296296296297,606.5925925925926
reviews_per_program,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,599.2910052910053,494.010582010582,325.2010582010582,209.55026455026456,191.55555555555554,207.5185185185185,223.4814814814815,239.44444444444446,255.40740740740742,271.3703703703704,287.3333333333333,303.2962962962963,319.25925925925924,335.22222222222223,351.18518518518516,367.14814814814815,383.1111111111111,399.0740740740741,415.037037037037,431.0,446.962962962963,462.9259259259259,478.8888888888889,494.85185185185185,510.81481481481484,526.7777777777778,542.7407407407408,558.7037037037037,574.6666666666666,590.6296296296297,606.5925925925926
reviews_per_program,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,604.994708994709,468.8835978835979,299.5978835978836,204.35978835978835,196.14814814814815,207.5185185185185,223.4814814814815,239.44444444444446,255.40740740740742,271.3703703703704,287.3333333333333,303.2962962962963,319.25925925925924,335.22222222222223,351.18518518518516,367.14814814814815,383.1111111111111,399.0740740740741,415.037037037037,431.0,446.962962962963,462.9259259259259,478.8888888888889,494.85185185185185,510.81481481481484,526.7777777777778,542.7407407407408,558.7037037037037,574.6666666666666,590.6296296296297,606.5925925925926
reviews_per_program,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,622.5555555555555,599.2698412698413,499.67724867724866,302.15343915343914,204.8095238095238,191.55555555555554,207.5185185185185,223.4814814814815,239.44444444444446,255.40740740740742,271.3703703703704,287.3333333333333,303.2962962962963,319.25925925925924,335.22222222222223,351.18518518518516,367.14814814814815,383.1111111111111,399.0740740740741,415.037037037037,431.0,446.962962962963,462.9259259259259,478.8888888888889,494.85185185185185,510.81481481481484,526.7777777777778,542.7407407407408,558.7037037037037,574.6666666666666,590.6296296296297,606.5925925925926
