Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,5236.0,2254.0,2075.0,2004.0,1984.0,1980.0,1980.0,1980.0,1980.0,1983.0,2004.0,2084.0,2181.0,2415.0,2543.0,2779.0,2969.0,3143.0,3327.0,3483.0,3650.0,3809.0,3920.0,4039.0,4176.0,4302.0,4385.0,4470.0,4555.0,4636.0,4735.0,4784.0,4870.0,4937.0,4983.0,5101.0,5117.0,5191.0
unmatched_applicants,5238.0,2239.0,2070.0,1998.0,1987.0,1982.0,1980.0,1980.0,1980.0,1989.0,2006.0,2109.0,2186.0,2387.0,2612.0,2716.0,2931.0,3111.0,3313.0,3485.0,3613.0,3792.0,3931.0,4033.0,4138.0,4266.0,4340.0,4471.0,4538.0,4655.0,4734.0,4787.0,4887.0,4959.0,5024.0,5078.0,5117.0,5182.0
unmatched_applicants,5238.0,2230.0,2064.0,1997.0,1981.0,1981.0,1982.0,1980.0,1980.0,1984.0,2017.0,2104.0,2214.0,2387.0,2539.0,2763.0,2979.0,3103.0,3297.0,3464.0,3611.0,3811.0,3918.0,4043.0,4180.0,4254.0,4391.0,4451.0,4551.0,4672.0,4723.0,4830.0,4879.0,4946.0,4994.0,5052.0,5121.0,5185.0
unmatched_applicants,5223.0,2258.0,2060.0,1992.0,1983.0,1982.0,1980.0,1980.0,1980.0,1987.0,1992.0,2088.0,2212.0,2367.0,2571.0,2758.0,2961.0,3139.0,3313.0,3497.0,3658.0,3816.0,3928.0,4029.0,4157.0,4268.0,4362.0,4496.0,4543.0,4654.0,4758.0,4785.0,4862.0,4936.0,5003.0,5066.0,5133.0,5196.0
unmatched_applicants,5245.0,2194.0,2065.0,1999.0,1981.0,1981.0,1980.0,1980.0,1980.0,1985.0,2000.0,2089.0,2237.0,2376.0,2508.0,2744.0,2991.0,3085.0,3287.0,3470.0,3631.0,3764.0,3940.0,4032.0,4142.0,4286.0,4380.0,4488.0,4587.0,4658.0,4689.0,4785.0,4852.0,4935.0,5008.0,5080.0,5144.0,5143.0
unmatched_applicants,5237.0,2217.0,2049.0,2000.0,1984.0,1982.0,1980.0,1981.0,1980.0,1982.0,2020.0,2103.0,2217.0,2320.0,2540.0,2739.0,2965.0,3129.0,3295.0,3463.0,3685.0,3792.0,3916.0,4040.0,4172.0,4270.0,4395.0,4486.0,4563.0,4608.0,4702.0,4821.0,4888.0,4945.0,5016.0,5076.0,5119.0,5189.0
unmatched_applicants,5219.0,2260.0,2065.0,2006.0,1985.0,1980.0,1980.0,1980.0,1980.0,1989.0,2010.0,2088.0,2238.0,2363.0,2584.0,2723.0,2931.0,3137.0,3314.0,3470.0,3617.0,3769.0,3915.0,4044.0,4155.0,4279.0,4390.0,4496.0,4560.0,4666.0,4706.0,4775.0,4876.0,4959.0,4981.0,5054.0,5134.0,5157.0
unmatched_applicants,5229.0,2213.0,2056.0,2001.0,1988.0,1981.0,1980.0,1980.0,1980.0,1986.0,2012.0,2058.0,2210.0,2352.0,2590.0,2782.0,2920.0,3202.0,3318.0,3487.0,3618.0,3809.0,3889.0,4012.0,4147.0,4315.0,4386.0,4462.0,4546.0,4665.0,4733.0,4783.0,4899.0,4942.0,5012.0,5080.0,5102.0,5187.0
unmatched_applicants,5238.0,2215.0,2064.0,2002.0,1984.0,1980.0,1980.0,1980.0,1980.0,1983.0,2028.0,2087.0,2243.0,2392.0,2546.0,2724.0,2970.0,3119.0,3301.0,3476.0,3646.0,3783.0,3913.0,4018.0,4151.0,4247.0,4389.0,4464.0,4549.0,4676.0,4716.0,4795.0,4886.0,4905.0,5023.0,5039.0,5109.0,5180.0
unmatched_applicants,5248.0,2252.0,2045.0,2013.0,1981.0,1980.0,1980.0,1980.0,1980.0,1986.0,2034.0,2081.0,2189.0,2369.0,2563.0,2780.0,2986.0,3088.0,3319.0,3476.0,3649.0,3789.0,3912.0,4056.0,4144.0,4248.0,4350.0,4467.0,4569.0,4624.0,4726.0,4785.0,4866.0,4953.0,5030.0,5067.0,5096.0,5186.0
unfilled_spots,3256.0,274.0,95.0,24.0,4.0,0.0,0.0,0.0,0.0,3.0,24.0,104.0,201.0,435.0,563.0,799.0,989.0,1163.0,1347.0,1503.0,1670.0,1829.0,1940.0,2059.0,2196.0,2322.0,2405.0,2490.0,2575.0,2656.0,2755.0,2804.0,2890.0,2957.0,3003.0,3121.0,3137.0,3211.0
unfilled_spots,3258.0,259.0,90.0,18.0,7.0,2.0,0.0,0.0,0.0,9.0,26.0,129.0,206.0,407.0,632.0,736.0,951.0,1131.0,1333.0,1505.0,1633.0,1812.0,1951.0,2053.0,2158.0,2286.0,2360.0,2491.0,2558.0,2675.0,2754.0,2807.0,2907.0,2979.0,3044.0,3098.0,3137.0,3202.0
unfilled_spots,3258.0,250.0,84.0,17.0,1.0,1.0,2.0,0.0,0.0,4.0,37.0,124.0,234.0,407.0,559.0,783.0,999.0,1123.0,1317.0,1484.0,1631.0,1831.0,1938.0,2063.0,2200.0,2274.0,2411.0,2471.0,2571.0,2692.0,2743.0,2850.0,2899.0,2966.0,3014.0,3072.0,3141.0,3205.0
unfilled_spots,3243.0,278.0,80.0,12.0,3.0,2.0,0.0,0.0,0.0,7.0,12.0,108.0,232.0,387.0,591.0,778.0,981.0,1159.0,1333.0,1517.0,1678.0,1836.0,1948.0,2049.0,2177.0,2288.0,2382.0,2516.0,2563.0,2674.0,2778.0,2805.0,2882.0,2956.0,3023.0,3086.0,3153.0,3216.0
unfilled_spots,3265.0,214.0,85.0,19.0,1.0,1.0,0.0,0.0,0.0,5.0,20.0,109.0,257.0,396.0,528.0,764.0,1011.0,1105.0,1307.0,1490.0,1651.0,1784.0,1960.0,2052.0,2162.0,2306.0,2400.0,2508.0,2607.0,2678.0,2709.0,2805.0,2872.0,2955.0,3028.0,3100.0,3164.0,3163.0
unfilled_spots,3257.0,237.0,69.0,20.0,4.0,2.0,0.0,1.0,0.0,2.0,40.0,123.0,237.0,340.0,560.0,759.0,985.0,1149.0,1315.0,1483.0,1705.0,1812.0,1936.0,2060.0,2192.0,2290.0,2415.0,2506.0,2583.0,2628.0,2722.0,2841.0,2908.0,2965.0,3036.0,3096.0,3139.0,3209.0
unfilled_spots,3239.0,280.0,85.0,26.0,5.0,0.0,0.0,0.0,0.0,9.0,30.0,108.0,258.0,383.0,604.0,743.0,951.0,1157.0,1334.0,1490.0,1637.0,1789.0,1935.0,2064.0,2175.0,2299.0,2410.0,2516.0,2580.0,2686.0,2726.0,2795.0,2896.0,2979.0,3001.0,3074.0,3154.0,3177.0
unfilled_spots,3249.0,233.0,76.0,21.0,8.0,1.0,0.0,0.0,0.0,6.0,32.0,78.0,230.0,372.0,610.0,802.0,940.0,1222.0,1338.0,1507.0,1638.0,1829.0,1909.0,2032.0,2167.0,2335.0,2406.0,2482.0,2566.0,2685.0,2753.0,2803.0,2919.0,2962.0,3032.0,3100.0,3122.0,3207.0
unfilled_spots,3258.0,235.0,84.0,22.0,4.0,0.0,0.0,0.0,0.0,3.0,48.0,107.0,263.0,412.0,566.0,744.0,990.0,1139.0,1321.0,1496.0,1666.0,1803.0,1933.0,2038.0,2171.0,2267.0,2409.0,2484.0,2569.0,2696.0,2736.0,2815.0,2906.0,2925.0,3043.0,3059.0,3129.0,3200.0
unfilled_spots,3268.0,272.0,65.0,33.0,1.0,0.0,0.0,0.0,0.0,6.0,54.0,101.0,209.0,389.0,583.0,800.0,1006.0,1108.0,1339.0,1496.0,1669.0,1809.0,1932.0,2076.0,2164.0,2268.0,2370.0,2487.0,2589.0,2644.0,2746.0,2805.0,2886.0,2973.0,3050.0,3087.0,3116.0,3206.0
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,340.9106487148103,324.2264381884945,265.4736842105263,184.30110159118726,128.078335373317,106.84210526315789,108.31456548347613,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,340.47613219094245,325.03059975520193,269.95716034271726,193.2435740514076,129.14810281517748,106.81028151774785,109.18971848225215,117.02570379436965,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,339.47980416156673,323.02570379436963,266.8873929008568,188.69155446756426,125.79926560587515,109.25214198286413,108.07588739290085,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
reviews_per_program,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,341.25581395348837,340.57282741738067,323.2056303549572,265.6597307221542,190.02570379436963,127.46266829865361,105.7686658506732,108.0391676866585,116.7454100367197,125.72582619339045,134.7062423500612,143.68665850673196,152.6670746634027,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809,260.43206854345163,269.4124847001224,278.3929008567931,287.3733170134639,296.35373317013466,305.3341493268054,314.31456548347614,323.2949816401469,332.27539779681763
