Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,2695.0,1222.0,1212.0,1212.0,1238.0,1315.0,1472.0,1626.0,1743.0,1881.0,1951.0,2056.0,2100.0,2179.0,2258.0,2271.0,2334.0,2365.0,2395.0,2419.0,2448.0,2471.0,2493.0,2515.0,2524.0,2550.0,2585.0,2594.0,2608.0,2608.0,2632.0,2644.0,2654.0,2665.0,2668.0,2680.0,2691.0
unmatched_applicants,2699.0,1217.0,1213.0,1212.0,1234.0,1330.0,1453.0,1663.0,1757.0,1831.0,1981.0,2047.0,2101.0,2182.0,2251.0,2270.0,2327.0,2357.0,2400.0,2417.0,2451.0,2480.0,2513.0,2508.0,2538.0,2550.0,2563.0,2590.0,2600.0,2623.0,2617.0,2647.0,2652.0,2661.0,2675.0,2672.0,2690.0
unmatched_applicants,2689.0,1223.0,1212.0,1212.0,1232.0,1320.0,1479.0,1615.0,1746.0,1872.0,1948.0,2032.0,2098.0,2184.0,2238.0,2278.0,2321.0,2361.0,2374.0,2426.0,2456.0,2461.0,2495.0,2507.0,2535.0,2562.0,2577.0,2582.0,2612.0,2615.0,2626.0,2639.0,2653.0,2651.0,2662.0,2692.0,2684.0
unmatched_applicants,2699.0,1218.0,1212.0,1212.0,1234.0,1319.0,1478.0,1628.0,1772.0,1890.0,1958.0,2059.0,2123.0,2170.0,2221.0,2281.0,2332.0,2375.0,2394.0,2432.0,2435.0,2463.0,2493.0,2518.0,2531.0,2541.0,2557.0,2590.0,2606.0,2615.0,2621.0,2642.0,2658.0,2666.0,2677.0,2671.0,2692.0
unmatched_applicants,2707.0,1222.0,1216.0,1215.0,1228.0,1338.0,1473.0,1661.0,1759.0,1870.0,1961.0,2017.0,2119.0,2176.0,2232.0,2289.0,2329.0,2362.0,2383.0,2408.0,2432.0,2479.0,2493.0,2505.0,2540.0,2557.0,2572.0,2599.0,2607.0,2616.0,2638.0,2643.0,2653.0,2663.0,2682.0,2673.0,2693.0
unmatched_applicants,2701.0,1220.0,1213.0,1212.0,1225.0,1330.0,1484.0,1594.0,1751.0,1842.0,1967.0,2037.0,2124.0,2163.0,2230.0,2261.0,2305.0,2342.0,2393.0,2413.0,2450.0,2476.0,2501.0,2502.0,2535.0,2565.0,2584.0,2588.0,2596.0,2613.0,2630.0,2638.0,2653.0,2666.0,2673.0,2688.0,2697.0
unmatched_applicants,2690.0,1227.0,1213.0,1212.0,1229.0,1329.0,1477.0,1650.0,1762.0,1874.0,1975.0,2062.0,2094.0,2162.0,2220.0,2289.0,2315.0,2360.0,2399.0,2402.0,2448.0,2464.0,2492.0,2532.0,2528.0,2561.0,2561.0,2592.0,2604.0,2598.0,2624.0,2651.0,2660.0,2670.0,2670.0,2675.0,2686.0
unmatched_applicants,2703.0,1222.0,1212.0,1212.0,1230.0,1325.0,1502.0,1630.0,1770.0,1865.0,1962.0,2034.0,2119.0,2162.0,2237.0,2285.0,2326.0,2351.0,2394.0,2418.0,2433.0,2474.0,2474.0,2519.0,2545.0,2570.0,2568.0,2585.0,2585.0,2620.0,2624.0,2654.0,2655.0,2666.0,2680.0,2675.0,2682.0
unmatched_applicants,2687.0,1227.0,1214.0,1212.0,1236.0,1296.0,1478.0,1605.0,1753.0,1855.0,1942.0,2057.0,2110.0,2183.0,2244.0,2273.0,2329.0,2349.0,2379.0,2419.0,2457.0,2477.0,2494.0,2524.0,2527.0,2555.0,2569.0,2573.0,2609.0,2607.0,2629.0,2634.0,2644.0,2650.0,2673.0,2685.0,2690.0
unmatched_applicants,2695.0,1228.0,1214.0,1212.0,1226.0,1324.0,1459.0,1624.0,1729.0,1873.0,1974.0,2014.0,2107.0,2162.0,2228.0,2281.0,2328.0,2332.0,2401.0,2420.0,2462.0,2470.0,2480.0,2518.0,2548.0,2546.0,2577.0,2575.0,2598.0,2608.0,2645.0,2644.0,2629.0,2669.0,2663.0,2685.0,2690.0
unfilled_spots,1483.0,10.0,0.0,0.0,26.0,103.0,260.0,414.0,531.0,669.0,739.0,844.0,888.0,967.0,1046.0,1059.0,1122.0,1153.0,1183.0,1207.0,1236.0,1259.0,1281.0,1303.0,1312.0,1338.0,1373.0,1382.0,1396.0,1396.0,1420.0,1432.0,1442.0,1453.0,1456.0,1468.0,1479.0
unfilled_spots,1487.0,5.0,1.0,0.0,22.0,118.0,241.0,451.0,545.0,619.0,769.0,835.0,889.0,970.0,1039.0,1058.0,1115.0,1145.0,1188.0,1205.0,1239.0,1268.0,1301.0,1296.0,1326.0,1338.0,1351.0,1378.0,1388.0,1411.0,1405.0,1435.0,1440.0,1449.0,1463.0,1460.0,1478.0
unfilled_spots,1477.0,11.0,0.0,0.0,20.0,108.0,267.0,403.0,534.0,660.0,736.0,820.0,886.0,972.0,1026.0,1066.0,1109.0,1149.0,1162.0,1214.0,1244.0,1249.0,1283.0,1295.0,1323.0,1350.0,1365.0,1370.0,1400.0,1403.0,1414.0,1427.0,1441.0,1439.0,1450.0,1480.0,1472.0
unfilled_spots,1487.0,6.0,0.0,0.0,22.0,107.0,266.0,416.0,560.0,678.0,746.0,847.0,911.0,958.0,1009.0,1069.0,1120.0,1163.0,1182.0,1220.0,1223.0,1251.0,1281.0,1306.0,1319.0,1329.0,1345.0,1378.0,1394.0,1403.0,1409.0,1430.0,1446.0,1454.0,1465.0,1459.0,1480.0
unfilled_spots,1495.0,10.0,4.0,3.0,16.0,126.0,261.0,449.0,547.0,658.0,749.0,805.0,907.0,964.0,1020.0,1077.0,1117.0,1150.0,1171.0,1196.0,1220.0,1267.0,1281.0,1293.0,1328.0,1345.0,1360.0,1387.0,1395.0,1404.0,1426.0,1431.0,1441.0,1451.0,1470.0,1461.0,1481.0
unfilled_spots,1489.0,8.0,1.0,0.0,13.0,118.0,272.0,382.0,539.0,630.0,755.0,825.0,912.0,951.0,1018.0,1049.0,1093.0,1130.0,1181.0,1201.0,1238.0,1264.0,1289.0,1290.0,1323.0,1353.0,1372.0,1376.0,1384.0,1401.0,1418.0,1426.0,1441.0,1454.0,1461.0,1476.0,1485.0
unfilled_spots,1478.0,15.0,1.0,0.0,17.0,117.0,265.0,438.0,550.0,662.0,763.0,850.0,882.0,950.0,1008.0,1077.0,1103.0,1148.0,1187.0,1190.0,1236.0,1252.0,1280.0,1320.0,1316.0,1349.0,1349.0,1380.0,1392.0,1386.0,1412.0,1439.0,1448.0,1458.0,1458.0,1463.0,1474.0
unfilled_spots,1491.0,10.0,0.0,0.0,18.0,113.0,290.0,418.0,558.0,653.0,750.0,822.0,907.0,950.0,1025.0,1073.0,1114.0,1139.0,1182.0,1206.0,1221.0,1262.0,1262.0,1307.0,1333.0,1358.0,1356.0,1373.0,1373.0,1408.0,1412.0,1442.0,1443.0,1454.0,1468.0,1463.0,1470.0
unfilled_spots,1475.0,15.0,2.0,0.0,24.0,84.0,266.0,393.0,541.0,643.0,730.0,845.0,898.0,971.0,1032.0,1061.0,1117.0,1137.0,1167.0,1207.0,1245.0,1265.0,1282.0,1312.0,1315.0,1343.0,1357.0,1361.0,1397.0,1395.0,1417.0,1422.0,1432.0,1438.0,1461.0,1473.0,1478.0
unfilled_spots,1483.0,16.0,2.0,0.0,14.0,112.0,247.0,412.0,517.0,661.0,762.0,802.0,895.0,950.0,1016.0,1069.0,1116.0,1120.0,1189.0,1208.0,1250.0,1258.0,1268.0,1306.0,1336.0,1334.0,1365.0,1363.0,1386.0,1396.0,1433.0,1432.0,1417.0,1457.0,1451.0,1473.0,1478.0
