Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
unmatched_applicants,3223.0,906.0,870.0,850.0,854.0,1024.0,1281.0,1482.0,1708.0,1897.0,2069.0,2171.0,2324.0,2377.0,2489.0,2576.0,2658.0,2693.0,2730.0,2803.0,2862.0,2886.0,2916.0,2948.0,2986.0,3002.0,3033.0,3071.0,3094.0,3111.0,3126.0,3155.0,3154.0,3185.0
unmatched_applicants,3229.0,926.0,874.0,846.0,861.0,1009.0,1273.0,1521.0,1766.0,1899.0,2070.0,2214.0,2310.0,2423.0,2484.0,2580.0,2641.0,2694.0,2770.0,2814.0,2848.0,2865.0,2905.0,2950.0,2994.0,3018.0,3032.0,3046.0,3093.0,3112.0,3132.0,3128.0,3172.0,3198.0
unmatched_applicants,3219.0,920.0,879.0,845.0,853.0,1011.0,1270.0,1489.0,1691.0,1928.0,2059.0,2182.0,2300.0,2430.0,2504.0,2594.0,2627.0,2708.0,2750.0,2800.0,2818.0,2873.0,2912.0,2959.0,2997.0,3017.0,3040.0,3059.0,3094.0,3111.0,3135.0,3149.0,3165.0,3206.0
unmatched_applicants,3217.0,936.0,883.0,857.0,872.0,975.0,1243.0,1466.0,1760.0,1914.0,2097.0,2203.0,2306.0,2404.0,2490.0,2548.0,2628.0,2675.0,2756.0,2811.0,2852.0,2866.0,2912.0,2939.0,3003.0,3003.0,3030.0,3069.0,3093.0,3105.0,3144.0,3159.0,3187.0,3176.0
unmatched_applicants,3220.0,923.0,874.0,849.0,855.0,1009.0,1206.0,1514.0,1715.0,1919.0,2055.0,2196.0,2306.0,2417.0,2487.0,2577.0,2633.0,2695.0,2760.0,2802.0,2852.0,2902.0,2922.0,2968.0,2982.0,3014.0,3037.0,3057.0,3096.0,3111.0,3126.0,3159.0,3154.0,3165.0
unmatched_applicants,3219.0,903.0,879.0,858.0,849.0,1028.0,1229.0,1520.0,1721.0,1922.0,2073.0,2183.0,2319.0,2419.0,2502.0,2594.0,2642.0,2712.0,2743.0,2783.0,2867.0,2899.0,2919.0,2940.0,2971.0,3009.0,3032.0,3059.0,3093.0,3127.0,3119.0,3151.0,3173.0,3180.0
unmatched_applicants,3224.0,916.0,896.0,840.0,870.0,994.0,1260.0,1519.0,1696.0,1893.0,2077.0,2185.0,2315.0,2405.0,2478.0,2571.0,2628.0,2716.0,2748.0,2802.0,2845.0,2899.0,2918.0,2965.0,2999.0,3039.0,3046.0,3073.0,3077.0,3112.0,3119.0,3159.0,3182.0,3169.0
unmatched_applicants,3233.0,931.0,894.0,853.0,869.0,1010.0,1269.0,1517.0,1710.0,1930.0,2051.0,2187.0,2302.0,2387.0,2508.0,2552.0,2646.0,2681.0,2738.0,2806.0,2841.0,2888.0,2909.0,2936.0,2993.0,3014.0,3030.0,3078.0,3076.0,3107.0,3132.0,3151.0,3169.0,3174.0
unmatched_applicants,3236.0,913.0,874.0,841.0,878.0,983.0,1264.0,1498.0,1698.0,1886.0,2030.0,2168.0,2326.0,2377.0,2488.0,2548.0,2631.0,2719.0,2736.0,2778.0,2864.0,2879.0,2924.0,2964.0,2994.0,3002.0,3031.0,3078.0,3099.0,3105.0,3149.0,3155.0,3164.0,3194.0
unmatched_applicants,3232.0,924.0,861.0,851.0,869.0,987.0,1253.0,1520.0,1719.0,1923.0,2050.0,2239.0,2301.0,2409.0,2499.0,2570.0,2642.0,2710.0,2765.0,2795.0,2837.0,2870.0,2935.0,2953.0,2984.0,3004.0,3032.0,3064.0,3074.0,3126.0,3137.0,3153.0,3154.0,3171.0
unfilled_spots,2390.0,73.0,37.0,17.0,21.0,191.0,448.0,649.0,875.0,1064.0,1236.0,1338.0,1491.0,1544.0,1656.0,1743.0,1825.0,1860.0,1897.0,1970.0,2029.0,2053.0,2083.0,2115.0,2153.0,2169.0,2200.0,2238.0,2261.0,2278.0,2293.0,2322.0,2321.0,2352.0
unfilled_spots,2396.0,93.0,41.0,13.0,28.0,176.0,440.0,688.0,933.0,1066.0,1237.0,1381.0,1477.0,1590.0,1651.0,1747.0,1808.0,1861.0,1937.0,1981.0,2015.0,2032.0,2072.0,2117.0,2161.0,2185.0,2199.0,2213.0,2260.0,2279.0,2299.0,2295.0,2339.0,2365.0
unfilled_spots,2386.0,87.0,46.0,12.0,20.0,178.0,437.0,656.0,858.0,1095.0,1226.0,1349.0,1467.0,1597.0,1671.0,1761.0,1794.0,1875.0,1917.0,1967.0,1985.0,2040.0,2079.0,2126.0,2164.0,2184.0,2207.0,2226.0,2261.0,2278.0,2302.0,2316.0,2332.0,2373.0
unfilled_spots,2384.0,103.0,50.0,24.0,39.0,142.0,410.0,633.0,927.0,1081.0,1264.0,1370.0,1473.0,1571.0,1657.0,1715.0,1795.0,1842.0,1923.0,1978.0,2019.0,2033.0,2079.0,2106.0,2170.0,2170.0,2197.0,2236.0,2260.0,2272.0,2311.0,2326.0,2354.0,2343.0
unfilled_spots,2387.0,90.0,41.0,16.0,22.0,176.0,373.0,681.0,882.0,1086.0,1222.0,1363.0,1473.0,1584.0,1654.0,1744.0,1800.0,1862.0,1927.0,1969.0,2019.0,2069.0,2089.0,2135.0,2149.0,2181.0,2204.0,2224.0,2263.0,2278.0,2293.0,2326.0,2321.0,2332.0
