Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,1734.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1209.0,1226.0,1254.0,1280.0,1320.0,1348.0,1384.0,1411.0,1430.0,1469.0,1476.0,1502.0,1534.0,1560.0,1585.0,1595.0,1617.0,1628.0,1645.0,1665.0,1675.0,1696.0
unmatched_applicants,1730.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1195.0,1209.0,1229.0,1266.0,1277.0,1313.0,1345.0,1365.0,1413.0,1429.0,1465.0,1491.0,1516.0,1533.0,1546.0,1592.0,1610.0,1612.0,1628.0,1636.0,1668.0,1681.0,1696.0
unmatched_applicants,1742.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1199.0,1212.0,1225.0,1258.0,1299.0,1311.0,1333.0,1373.0,1423.0,1462.0,1456.0,1502.0,1519.0,1547.0,1545.0,1582.0,1602.0,1624.0,1637.0,1644.0,1660.0,1669.0,1705.0
unmatched_applicants,1728.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1187.0,1197.0,1225.0,1222.0,1247.0,1288.0,1315.0,1347.0,1373.0,1410.0,1428.0,1467.0,1487.0,1505.0,1527.0,1558.0,1579.0,1604.0,1620.0,1641.0,1643.0,1659.0,1679.0,1707.0
unmatched_applicants,1736.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1187.0,1191.0,1199.0,1223.0,1268.0,1291.0,1319.0,1343.0,1404.0,1415.0,1434.0,1464.0,1486.0,1512.0,1525.0,1544.0,1571.0,1608.0,1613.0,1635.0,1662.0,1667.0,1677.0,1679.0
unmatched_applicants,1739.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1188.0,1187.0,1196.0,1201.0,1217.0,1251.0,1276.0,1301.0,1335.0,1377.0,1389.0,1423.0,1479.0,1490.0,1517.0,1542.0,1560.0,1560.0,1603.0,1625.0,1645.0,1652.0,1683.0,1682.0,1689.0
unmatched_applicants,1721.0,1185.0,1186.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1195.0,1208.0,1222.0,1246.0,1282.0,1312.0,1341.0,1378.0,1411.0,1427.0,1461.0,1519.0,1513.0,1530.0,1551.0,1576.0,1585.0,1615.0,1635.0,1638.0,1665.0,1694.0,1701.0
unmatched_applicants,1737.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1186.0,1185.0,1192.0,1197.0,1216.0,1255.0,1282.0,1318.0,1347.0,1360.0,1398.0,1426.0,1460.0,1492.0,1512.0,1522.0,1569.0,1579.0,1597.0,1614.0,1644.0,1642.0,1666.0,1676.0,1688.0
unmatched_applicants,1741.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1191.0,1203.0,1222.0,1258.0,1285.0,1303.0,1361.0,1394.0,1402.0,1419.0,1449.0,1485.0,1525.0,1538.0,1559.0,1571.0,1606.0,1612.0,1618.0,1661.0,1655.0,1682.0,1699.0
unmatched_applicants,1730.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1185.0,1187.0,1195.0,1206.0,1227.0,1256.0,1289.0,1307.0,1339.0,1391.0,1412.0,1431.0,1454.0,1484.0,1512.0,1529.0,1552.0,1578.0,1601.0,1612.0,1637.0,1653.0,1662.0,1687.0,1690.0
unfilled_spots,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,41.0,69.0,95.0,135.0,163.0,199.0,226.0,245.0,284.0,291.0,317.0,349.0,375.0,400.0,410.0,432.0,443.0,460.0,480.0,490.0,511.0
unfilled_spots,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,44.0,81.0,92.0,128.0,160.0,180.0,228.0,244.0,280.0,306.0,331.0,348.0,361.0,407.0,425.0,427.0,443.0,451.0,483.0,496.0,511.0
unfilled_spots,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,27.0,40.0,73.0,114.0,126.0,148.0,188.0,238.0,277.0,271.0,317.0,334.0,362.0,360.0,397.0,417.0,439.0,452.0,459.0,475.0,484.0,520.0
unfilled_spots,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,40.0,37.0,62.0,103.0,130.0,162.0,188.0,225.0,243.0,282.0,302.0,320.0,342.0,373.0,394.0,419.0,435.0,456.0,458.0,474.0,494.0,522.0
unfilled_spots,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,38.0,83.0,106.0,134.0,158.0,219.0,230.0,249.0,279.0,301.0,327.0,340.0,359.0,386.0,423.0,428.0,450.0,477.0,482.0,492.0,494.0
unfilled_spots,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,11.0,16.0,32.0,66.0,91.0,116.0,150.0,192.0,204.0,238.0,294.0,305.0,332.0,357.0,375.0,375.0,418.0,440.0,460.0,467.0,498.0,497.0,504.0
unfilled_spots,536.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,37.0,61.0,97.0,127.0,156.0,193.0,226.0,242.0,276.0,334.0,328.0,345.0,366.0,391.0,400.0,430.0,450.0,453.0,480.0,509.0,516.0
unfilled_spots,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,12.0,31.0,70.0,97.0,133.0,162.0,175.0,213.0,241.0,275.0,307.0,327.0,337.0,384.0,394.0,412.0,429.0,459.0,457.0,481.0,491.0,503.0
unfilled_spots,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,37.0,73.0,100.0,118.0,176.0,209.0,217.0,234.0,264.0,300.0,340.0,353.0,374.0,386.0,421.0,427.0,433.0,476.0,470.0,497.0,514.0
unfilled_spots,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,21.0,42.0,71.0,104.0,122.0,154.0,206.0,227.0,246.0,269.0,299.0,327.0,344.0,367.0,393.0,416.0,427.0,452.0,468.0,477.0,502.0,505.0
reviews_per_program,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,323.47892720306515,292.1072796934866,187.18007662835248,101.8544061302682,83.57088122605364,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907,281.82758620689657,290.367816091954,298.9080459770115
reviews_per_program,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,322.2107279693487,286.0498084291188,188.83141762452107,100.44444444444444,82.57471264367815,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907,281.82758620689657,290.367816091954,298.9080459770115
reviews_per_program,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,321.18390804597703,297.2068965517241,187.13793103448276,101.32950191570882,80.63984674329502,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907,281.82758620689657,290.367816091954,298.9080459770115
reviews_per_program,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,323.48275862068965,295.7241379310345,188.99616858237547,105.51724137931035,80.71264367816092,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907,281.82758620689657,290.367816091954,298.9080459770115
reviews_per_program,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,323.455938697318,288.60536398467434,192.17624521072796,103.45977011494253,78.8199233716475,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907,281.82758620689657,290.367816091954,298.9080459770115
reviews_per_program,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,324.5287356321839,286.32183908045977,187.81992337164752,101.29501915708812,78.83908045977012,85.40229885057471,93.94252873563218,102.48275862068965,111.02298850574712,119.5632183908046,128.10344827586206,136.64367816091954,145.183908045977,153.72413793103448,162.26436781609195,170.80459770114942,179.3448275862069,187.88505747126436,196.42528735632183,204.9655172413793,213.50574712643677,222.04597701149424,230.58620689655172,239.1264367816092,247.66666666666666,256.2068965517241,264.7471264367816,273.28735632183907,281.82758620689657,290.367816091954,298.9080459770115
