Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,2985.0,1804.0,1798.0,1797.0,1800.0,1826.0,1893.0,1974.0,2072.0,2161.0,2234.0,2338.0,2370.0,2453.0,2507.0,2520.0,2583.0,2609.0,2649.0,2670.0,2698.0,2734.0,2769.0,2763.0,2785.0,2815.0,2830.0,2832.0,2865.0,2873.0,2887.0,2903.0,2906.0,2924.0,2943.0,2933.0,2948.0,2956.0
unmatched_applicants,2980.0,1807.0,1797.0,1797.0,1799.0,1830.0,1886.0,1967.0,2095.0,2148.0,2236.0,2305.0,2395.0,2450.0,2498.0,2539.0,2575.0,2616.0,2636.0,2680.0,2710.0,2727.0,2753.0,2788.0,2782.0,2808.0,2832.0,2853.0,2858.0,2877.0,2877.0,2897.0,2908.0,2913.0,2935.0,2943.0,2955.0,2964.0
unmatched_applicants,2985.0,1806.0,1797.0,1799.0,1798.0,1826.0,1891.0,1992.0,2064.0,2179.0,2241.0,2315.0,2379.0,2451.0,2478.0,2532.0,2567.0,2628.0,2645.0,2693.0,2717.0,2720.0,2744.0,2783.0,2784.0,2808.0,2822.0,2845.0,2857.0,2868.0,2887.0,2905.0,2906.0,2929.0,2928.0,2942.0,2949.0,2952.0
unmatched_applicants,2975.0,1800.0,1797.0,1797.0,1798.0,1833.0,1884.0,1974.0,2091.0,2165.0,2224.0,2314.0,2398.0,2445.0,2491.0,2546.0,2585.0,2597.0,2644.0,2680.0,2702.0,2732.0,2754.0,2770.0,2789.0,2815.0,2824.0,2834.0,2858.0,2884.0,2882.0,2899.0,2913.0,2928.0,2917.0,2935.0,2943.0,2960.0
unmatched_applicants,2979.0,1801.0,1797.0,1798.0,1798.0,1818.0,1904.0,1981.0,2067.0,2164.0,2258.0,2309.0,2359.0,2429.0,2495.0,2555.0,2576.0,2619.0,2645.0,2663.0,2710.0,2735.0,2734.0,2779.0,2798.0,2802.0,2837.0,2846.0,2871.0,2874.0,2885.0,2892.0,2904.0,2913.0,2922.0,2933.0,2963.0,2958.0
unmatched_applicants,2986.0,1799.0,1797.0,1797.0,1800.0,1833.0,1892.0,1976.0,2105.0,2170.0,2247.0,2330.0,2387.0,2453.0,2486.0,2532.0,2569.0,2612.0,2637.0,2676.0,2711.0,2742.0,2746.0,2773.0,2801.0,2796.0,2838.0,2841.0,2867.0,2879.0,2886.0,2901.0,2899.0,2926.0,2934.0,2943.0,2944.0,2963.0
unmatched_applicants,2988.0,1800.0,1797.0,1797.0,1798.0,1827.0,1891.0,1982.0,2073.0,2163.0,2258.0,2339.0,2388.0,2420.0,2488.0,2547.0,2565.0,2612.0,2638.0,2690.0,2696.0,2715.0,2764.0,2769.0,2789.0,2816.0,2821.0,2851.0,2862.0,2875.0,2884.0,2895.0,2908.0,2924.0,2938.0,2943.0,2949.0,2968.0
unmatched_applicants,2980.0,1806.0,1797.0,1797.0,1803.0,1831.0,1892.0,1986.0,2087.0,2161.0,2264.0,2313.0,2381.0,2454.0,2493.0,2529.0,2574.0,2619.0,2643.0,2689.0,2703.0,2727.0,2750.0,2775.0,2789.0,2797.0,2835.0,2849.0,2862.0,2879.0,2882.0,2895.0,2913.0,2914.0,2936.0,2937.0,2954.0,2958.0
unmatched_applicants,2979.0,1804.0,1797.0,1797.0,1800.0,1822.0,1916.0,1996.0,2086.0,2164.0,2249.0,2329.0,2392.0,2437.0,2503.0,2540.0,2569.0,2615.0,2642.0,2678.0,2731.0,2726.0,2751.0,2778.0,2796.0,2815.0,2839.0,2848.0,2866.0,2871.0,2891.0,2902.0,2914.0,2912.0,2933.0,2937.0,2953.0,2955.0
unmatched_applicants,2992.0,1802.0,1797.0,1797.0,1799.0,1828.0,1882.0,1994.0,2062.0,2158.0,2237.0,2302.0,2387.0,2437.0,2495.0,2533.0,2573.0,2614.0,2647.0,2690.0,2708.0,2732.0,2747.0,2779.0,2793.0,2822.0,2832.0,2843.0,2856.0,2877.0,2887.0,2899.0,2903.0,2919.0,2919.0,2940.0,2937.0,2954.0
unfilled_spots,1188.0,7.0,1.0,0.0,3.0,29.0,96.0,177.0,275.0,364.0,437.0,541.0,573.0,656.0,710.0,723.0,786.0,812.0,852.0,873.0,901.0,937.0,972.0,966.0,988.0,1018.0,1033.0,1035.0,1068.0,1076.0,1090.0,1106.0,1109.0,1127.0,1146.0,1136.0,1151.0,1159.0
unfilled_spots,1183.0,10.0,0.0,0.0,2.0,33.0,89.0,170.0,298.0,351.0,439.0,508.0,598.0,653.0,701.0,742.0,778.0,819.0,839.0,883.0,913.0,930.0,956.0,991.0,985.0,1011.0,1035.0,1056.0,1061.0,1080.0,1080.0,1100.0,1111.0,1116.0,1138.0,1146.0,1158.0,1167.0
unfilled_spots,1188.0,9.0,0.0,2.0,1.0,29.0,94.0,195.0,267.0,382.0,444.0,518.0,582.0,654.0,681.0,735.0,770.0,831.0,848.0,896.0,920.0,923.0,947.0,986.0,987.0,1011.0,1025.0,1048.0,1060.0,1071.0,1090.0,1108.0,1109.0,1132.0,1131.0,1145.0,1152.0,1155.0
unfilled_spots,1178.0,3.0,0.0,0.0,1.0,36.0,87.0,177.0,294.0,368.0,427.0,517.0,601.0,648.0,694.0,749.0,788.0,800.0,847.0,883.0,905.0,935.0,957.0,973.0,992.0,1018.0,1027.0,1037.0,1061.0,1087.0,1085.0,1102.0,1116.0,1131.0,1120.0,1138.0,1146.0,1163.0
unfilled_spots,1182.0,4.0,0.0,1.0,1.0,21.0,107.0,184.0,270.0,367.0,461.0,512.0,562.0,632.0,698.0,758.0,779.0,822.0,848.0,866.0,913.0,938.0,937.0,982.0,1001.0,1005.0,1040.0,1049.0,1074.0,1077.0,1088.0,1095.0,1107.0,1116.0,1125.0,1136.0,1166.0,1161.0
unfilled_spots,1189.0,2.0,0.0,0.0,3.0,36.0,95.0,179.0,308.0,373.0,450.0,533.0,590.0,656.0,689.0,735.0,772.0,815.0,840.0,879.0,914.0,945.0,949.0,976.0,1004.0,999.0,1041.0,1044.0,1070.0,1082.0,1089.0,1104.0,1102.0,1129.0,1137.0,1146.0,1147.0,1166.0
unfilled_spots,1191.0,3.0,0.0,0.0,1.0,30.0,94.0,185.0,276.0,366.0,461.0,542.0,591.0,623.0,691.0,750.0,768.0,815.0,841.0,893.0,899.0,918.0,967.0,972.0,992.0,1019.0,1024.0,1054.0,1065.0,1078.0,1087.0,1098.0,1111.0,1127.0,1141.0,1146.0,1152.0,1171.0
unfilled_spots,1183.0,9.0,0.0,0.0,6.0,34.0,95.0,189.0,290.0,364.0,467.0,516.0,584.0,657.0,696.0,732.0,777.0,822.0,846.0,892.0,906.0,930.0,953.0,978.0,992.0,1000.0,1038.0,1052.0,1065.0,1082.0,1085.0,1098.0,1116.0,1117.0,1139.0,1140.0,1157.0,1161.0
unfilled_spots,1182.0,7.0,0.0,0.0,3.0,25.0,119.0,199.0,289.0,367.0,452.0,532.0,595.0,640.0,706.0,743.0,772.0,818.0,845.0,881.0,934.0,929.0,954.0,981.0,999.0,1018.0,1042.0,1051.0,1069.0,1074.0,1094.0,1105.0,1117.0,1115.0,1136.0,1140.0,1156.0,1158.0
unfilled_spots,1195.0,5.0,0.0,0.0,2.0,31.0,85.0,197.0,265.0,361.0,440.0,505.0,590.0,640.0,698.0,736.0,776.0,817.0,850.0,893.0,911.0,935.0,950.0,982.0,996.0,1025.0,1035.0,1046.0,1059.0,1080.0,1090.0,1102.0,1106.0,1122.0,1122.0,1143.0,1140.0,1157.0
reviews_per_program,350.6631299734748,350.6631299734748,324.47745358090185,117.6710875331565,38.37665782493369,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
reviews_per_program,350.6631299734748,350.6631299734748,317.2519893899204,123.29708222811671,38.42705570291777,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
reviews_per_program,350.6631299734748,350.6631299734748,322.46419098143235,119.27586206896552,41.6710875331565,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
reviews_per_program,350.6631299734748,350.6631299734748,328.6259946949602,123.84350132625995,43.55172413793103,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
reviews_per_program,350.6631299734748,350.6631299734748,326.7533156498674,121.53846153846153,39.48010610079576,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
reviews_per_program,350.6631299734748,350.6631299734748,323.2997347480106,117.0,42.79840848806366,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
reviews_per_program,350.6631299734748,350.6631299734748,317.2758620689655,132.0212201591512,39.06896551724138,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
reviews_per_program,350.6631299734748,350.6631299734748,320.7427055702918,117.657824933687,44.15384615384615,43.83289124668435,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
reviews_per_program,350.6631299734748,350.6631299734748,318.54376657824935,123.22811671087533,37.644562334217504,44.63925729442971,52.59946949602122,61.36604774535809,70.13262599469496,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052,175.3315649867374,184.09814323607426,192.86472148541114,201.631299734748,210.3978779840849,219.16445623342176,227.93103448275863,236.69761273209548,245.46419098143235,254.23076923076923,262.9973474801061,271.763925729443,280.53050397877985,289.2970822281167,298.0636604774536,306.83023872679047,315.59681697612734,324.3633952254642
