Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,253.0,139.0,130.0,130.0,132.0,143.0,153.0,165.0,170.0,180.0,190.0,190.0,197.0,201.0,205.0,215.0,217.0,217.0,228.0,230.0,228.0,233.0,232.0,236.0,238.0,240.0,243.0,241.0,247.0,246.0,247.0,249.0,249.0,249.0,249.0,251.0,254.0,253.0
unmatched_applicants,256.0,139.0,133.0,132.0,133.0,142.0,153.0,157.0,173.0,174.0,183.0,193.0,195.0,205.0,203.0,212.0,219.0,219.0,223.0,226.0,228.0,231.0,232.0,232.0,239.0,241.0,240.0,243.0,244.0,245.0,246.0,250.0,247.0,252.0,252.0,251.0,253.0,252.0
unmatched_applicants,257.0,142.0,131.0,131.0,136.0,145.0,157.0,163.0,169.0,176.0,188.0,195.0,199.0,206.0,206.0,213.0,213.0,218.0,222.0,228.0,231.0,234.0,234.0,234.0,237.0,241.0,240.0,244.0,244.0,244.0,245.0,249.0,250.0,251.0,251.0,253.0,253.0,253.0
unmatched_applicants,258.0,132.0,131.0,132.0,135.0,140.0,149.0,158.0,170.0,184.0,186.0,193.0,196.0,208.0,208.0,213.0,214.0,222.0,221.0,226.0,229.0,232.0,234.0,238.0,238.0,240.0,241.0,242.0,246.0,249.0,245.0,251.0,248.0,250.0,251.0,254.0,249.0,253.0
unmatched_applicants,256.0,130.0,133.0,130.0,131.0,144.0,151.0,160.0,162.0,183.0,190.0,192.0,198.0,206.0,209.0,210.0,212.0,220.0,224.0,222.0,231.0,230.0,234.0,230.0,240.0,239.0,241.0,242.0,245.0,247.0,244.0,248.0,252.0,247.0,250.0,254.0,253.0,252.0
unmatched_applicants,254.0,138.0,130.0,133.0,133.0,140.0,150.0,157.0,173.0,177.0,185.0,195.0,196.0,203.0,210.0,214.0,216.0,216.0,220.0,227.0,233.0,228.0,231.0,237.0,240.0,236.0,238.0,244.0,244.0,246.0,247.0,247.0,248.0,251.0,250.0,252.0,253.0,255.0
unmatched_applicants,256.0,140.0,134.0,131.0,136.0,139.0,146.0,162.0,167.0,179.0,190.0,192.0,207.0,203.0,215.0,212.0,220.0,220.0,220.0,225.0,230.0,232.0,230.0,238.0,241.0,239.0,238.0,243.0,244.0,246.0,247.0,247.0,251.0,250.0,252.0,251.0,253.0,253.0
unmatched_applicants,257.0,137.0,131.0,131.0,133.0,142.0,156.0,157.0,175.0,176.0,186.0,192.0,202.0,209.0,207.0,217.0,216.0,223.0,220.0,227.0,227.0,230.0,234.0,233.0,236.0,236.0,240.0,242.0,242.0,248.0,244.0,250.0,249.0,251.0,248.0,252.0,253.0,253.0
unmatched_applicants,256.0,136.0,130.0,132.0,131.0,137.0,153.0,160.0,172.0,186.0,186.0,197.0,195.0,203.0,208.0,212.0,215.0,221.0,223.0,226.0,224.0,231.0,235.0,234.0,238.0,240.0,241.0,242.0,244.0,245.0,249.0,245.0,251.0,251.0,250.0,252.0,250.0,254.0
unmatched_applicants,258.0,135.0,132.0,132.0,136.0,135.0,149.0,165.0,171.0,180.0,186.0,194.0,198.0,204.0,213.0,213.0,217.0,222.0,225.0,223.0,228.0,232.0,234.0,234.0,235.0,239.0,239.0,243.0,244.0,247.0,244.0,250.0,247.0,251.0,251.0,253.0,252.0,255.0
