Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,2815.0,903.0,872.0,839.0,835.0,838.0,833.0,833.0,833.0,870.0,934.0,1069.0,1215.0,1352.0,1514.0,1614.0,1768.0,1831.0,1930.0,1989.0,2082.0,2168.0,2222.0,2285.0,2350.0,2390.0,2463.0,2493.0,2531.0,2571.0,2612.0,2642.0,2682.0,2698.0,2745.0
unmatched_applicants,2811.0,880.0,877.0,851.0,839.0,835.0,834.0,833.0,835.0,864.0,931.0,1093.0,1203.0,1351.0,1488.0,1630.0,1714.0,1840.0,1921.0,2016.0,2082.0,2168.0,2232.0,2288.0,2340.0,2376.0,2445.0,2471.0,2538.0,2578.0,2595.0,2650.0,2663.0,2715.0,2729.0
unmatched_applicants,2813.0,875.0,865.0,857.0,839.0,836.0,833.0,833.0,839.0,870.0,922.0,1100.0,1236.0,1372.0,1498.0,1637.0,1717.0,1793.0,1929.0,1990.0,2086.0,2166.0,2233.0,2281.0,2328.0,2398.0,2439.0,2475.0,2526.0,2567.0,2626.0,2631.0,2702.0,2708.0,2725.0
unmatched_applicants,2817.0,887.0,870.0,846.0,838.0,833.0,834.0,836.0,833.0,861.0,928.0,1038.0,1222.0,1346.0,1506.0,1648.0,1729.0,1841.0,1930.0,2003.0,2108.0,2148.0,2230.0,2300.0,2344.0,2398.0,2429.0,2482.0,2531.0,2588.0,2610.0,2644.0,2688.0,2712.0,2699.0
unmatched_applicants,2812.0,869.0,882.0,853.0,841.0,833.0,833.0,833.0,833.0,865.0,961.0,1068.0,1210.0,1356.0,1471.0,1618.0,1749.0,1831.0,1940.0,1989.0,2099.0,2157.0,2234.0,2285.0,2342.0,2380.0,2450.0,2492.0,2541.0,2573.0,2611.0,2632.0,2682.0,2713.0,2731.0
unmatched_applicants,2811.0,902.0,879.0,853.0,838.0,833.0,833.0,833.0,837.0,872.0,940.0,1054.0,1237.0,1379.0,1506.0,1587.0,1712.0,1849.0,1917.0,2006.0,2111.0,2172.0,2238.0,2280.0,2334.0,2413.0,2441.0,2486.0,2544.0,2568.0,2617.0,2650.0,2672.0,2702.0,2742.0
unmatched_applicants,2812.0,863.0,865.0,854.0,836.0,837.0,833.0,833.0,833.0,852.0,936.0,1067.0,1210.0,1372.0,1472.0,1618.0,1734.0,1855.0,1944.0,2021.0,2105.0,2143.0,2237.0,2280.0,2351.0,2403.0,2468.0,2492.0,2541.0,2577.0,2615.0,2641.0,2684.0,2704.0,2738.0
unmatched_applicants,2810.0,875.0,859.0,844.0,839.0,833.0,833.0,833.0,835.0,867.0,942.0,1057.0,1198.0,1362.0,1490.0,1627.0,1736.0,1816.0,1934.0,2019.0,2071.0,2180.0,2241.0,2292.0,2342.0,2402.0,2449.0,2496.0,2533.0,2609.0,2616.0,2658.0,2679.0,2720.0,2754.0
unmatched_applicants,2808.0,896.0,906.0,841.0,833.0,833.0,833.0,833.0,834.0,866.0,952.0,1109.0,1211.0,1372.0,1473.0,1590.0,1718.0,1821.0,1942.0,2011.0,2107.0,2185.0,2233.0,2265.0,2339.0,2410.0,2452.0,2502.0,2523.0,2579.0,2610.0,2637.0,2683.0,2705.0,2733.0
unmatched_applicants,2813.0,864.0,876.0,851.0,836.0,833.0,833.0,833.0,835.0,882.0,943.0,1080.0,1227.0,1338.0,1482.0,1598.0,1727.0,1836.0,1916.0,2010.0,2103.0,2170.0,2225.0,2290.0,2340.0,2400.0,2428.0,2481.0,2528.0,2589.0,2594.0,2637.0,2676.0,2705.0,2732.0
