,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.5777091575091575,0.402404884004884,0.019885958485958484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.36574016563147,0.6048053830227744,0.029454451345755688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.2888970317039283,0.5109271876271875,0.13586679999438617,0.059917446282963534,0.004391534391534392,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.0,0.0,0.6239471108601545,0.36158319217014856,0.014469696969696971,0.0,0.0,0.0,0.0,0.0
prog_cut_7,0.0,0.0,0.5881016504568229,0.39919762395969294,0.012700725583484203,0.0,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0,0.24379740259740257,0.1507482401656315,0.0018614718614718615,0.5540643704121966,0.04869518162996424,0.0008333333333333333,0.0,0.0
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.9021555106451657,0.0941755238375928,0.0036689655172413792,0.0,0.0
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.9090635234330888,0.09006691134952004,0.0008695652173913043,0.0,0.0
